title1,PaperId,Doi
10.1186/1471-2458-7-33,2113319386,10.1186/1471-2458-7-33
10.1186/1747-597X-5-19,2125910289,10.1186/1747-597X-5-19
10.1377/hlthaff.18.2.30,2036721462,10.1377/hlthaff.18.2.30
10.2337/dc08-2326,2119813462,10.2337/dc08-2326
10.3390/ijerph14111403,2768500742,10.3390/ijerph14111403
bbk-122,"",""
bbk-251,"",""
10.1001/archpedi.159.7.657,2043809313,10.1001/archpedi.159.7.657
10.1001/archpedi.159.9.824,2167086052,10.1001/archpedi.159.9.824
10.1001/archpsyc.63.7.824,2153393568,10.1001/archpsyc.63.7.824
10.1038/sj.ijo.0801414,1989291110,10.1038/sj.ijo.0801414
10.1042/AN20110038,1975912595,10.1042/AN20110038
10.1093/gerona/52A.1.M19,2144277531,10.1093/gerona/52A.1.M19
10.1177/0300060514522204,2096565623,10.1177/0300060514522204
10.1177/0300060516680441,2576634242,10.1177/0300060516680441
10.1177/1470320315595572,2133260645,10.1177/1470320315595572
10.1177/1470594X18782086,2800353820,10.1177/1470594X18782086
10.1177/1742715016651711,2342171666,10.1177/1742715016651711
10.1177/2041669516662666,2518418831,10.1177/2041669516662666
10.1177/2041669518792062,2888671062,10.1177/2041669518792062
10.1177/2053168014565128,2135373199,10.1177/2053168014565128
10.1177/2158244013490705,2114605723,10.1177/2158244013490705
10.1177/2158244013502987,2178112288,10.1177/2158244013502987
10.1177/2158244013504935,2109203769,10.1177/2158244013504935
10.1177/2158244015572283,2292673852,10.1177/2158244015572283
10.1177/2158244015585828,2341547112,10.1177/2158244015585828
10.1177/2158244015604189,2408763294,10.1177/2158244015604189
10.1177/2158244015622539,2265019404,10.1177/2158244015622539
10.1377/hlthaff.18.4.105,2883843682,10.1377/hlthaff.18.4.105
10.1377/hlthaff.18.4.105,2172104676,10.1377/hlthaff.18.4.105
10.1542/peds.108.2.e30,2096672748,10.1542/peds.108.2.e30
10.2337/dc09-0309,2164448435,10.2337/dc09-0309
bbk-144,"",""
bbk-304,"",""
bbk-390,"",""
10.1002/cbm.1930,1796919174,10.1002/cbm.1930
10.1068/b150461,2034784013,10.1068/b150461
10.1068/i0653,2032064706,10.1068/i0653
10.1080/19345747.2015.1078862,2285462420,10.1080/19345747.2015.1078862
10.1093/geronb/54B.5.S279,2145123015,10.1093/geronb/54B.5.S279
10.1093/geronb/58.6.P320,2171159528,10.1093/geronb/58.6.P320
10.1093/geront/36.3.363,2107929544,10.1093/geront/36.3.363
10.1093/geront/44.2.176,2138712059,10.1093/geront/44.2.176
10.1093/her/16.1.21,2145711234,10.1093/her/16.1.21
10.1097/ALN.0b013e31819b5bdc,2126612510,10.1097/ALN.0b013e31819b5bdc
10.1158/1055-9965.EPI-08-0915,2078725739,10.1158/1055-9965.EPI-08-0915
10.1161/01.CIR.0000137913.26087.F0,2100049802,10.1161/01.CIR.0000137913.26087.F0
10.1177/1470320314530018,2114892351,10.1177/1470320314530018
10.1177/1470320314568520,2162220631,10.1177/1470320314568520
10.1177/1470320315592565,1840840637,10.1177/1470320315592565
10.1177/1470320317703451,2616761094,10.1177/1470320317703451
10.1177/147470491000800208,2208406147,10.1177/147470491000800208
10.1177/1753465817710596,2624809766,10.1177/1753465817710596
10.1177/2041669516661903,2506716397,10.1177/2041669516661903
10.1177/2041669518759123,2789846683,10.1177/2041669518759123
10.1177/2053951715621568,2308584766,10.1177/2053951715621568
10.1177/2055102914564583,2127926686,10.1177/2055102914564583
10.1177/2158244013511261,2177472014,10.1177/2158244013511261
10.1177/2158244016650241,2395385404,10.1177/2158244016650241
10.1186/1471-2393-14-3,2044995304,10.1186/1471-2393-14-3
10.1371/journal.pmed.0020160,1981559442,10.1371/journal.pmed.0020160
10.1377/hlthaff.8.3.91,2106956944,10.1377/hlthaff.8.3.91
10.2147/COPD.S5237,2105811019,10.2147/COPD.S5237
bbk-92,"",""
10.1001/jama.291.18.2229,2157615258,10.1001/jama.291.18.2229
10.1007/s10584-009-9637-8,2161358095,10.1007/s10584-009-9637-8
10.1038/oby.2008.35,2139657333,10.1038/oby.2008.35
10.1038/sdata.2018.11,2791723176,10.1038/sdata.2018.11
10.1038/sj.ijo.0800422,2042548473,10.1038/sj.ijo.0800422
10.1038/sj.jea.7500278,2067486407,10.1038/sj.jea.7500278
10.1079/PHN2000114,2158243368,10.1079/PHN2000114
10.1093/gerona/55.7.M400,2169917084,10.1093/gerona/55.7.M400
10.1093/geronb/52B.4.S212,2102073500,10.1093/geronb/52B.4.S212
10.1093/geronb/53B.1.P4,2169037888,10.1093/geronb/53B.1.P4
10.1093/geronb/gbr152,2112726183,10.1093/geronb/gbr152
10.1093/infdis/jis106,2144513168,10.1093/infdis/jis106
10.1177/0300060517716343,2744357640,10.1177/0300060517716343
10.1177/1178221816686060,2592080238,10.1177/1178221816686060
10.1177/1462474517701303,2597440272,10.1177/1462474517701303
10.1177/1470320312466127,2116790112,10.1177/1470320312466127
10.1177/1470320317739987,2793006250,10.1177/1470320317739987
10.1177/147470491000800205,2186126611,10.1177/147470491000800205
10.1177/147470491201000318,2151183572,10.1177/147470491201000318
10.1177/147470491201000504,2289055104,10.1177/147470491201000504
10.1177/1534735415617022,2284246480,10.1177/1534735415617022
10.1177/1556264616675202,2555776032,10.1177/1556264616675202
10.1177/1750698018790120,2887535394,10.1177/1750698018790120
10.1177/2041669515593028,2249142378,10.1177/2041669515593028
10.1177/2053168015622072,2196964148,10.1177/2053168015622072
10.1177/2053168017742005,2770773550,10.1177/2053168017742005
10.1177/2158244014525417,2136212744,10.1177/2158244014525417
10.1177/2158244016659904,2466967860,10.1177/2158244016659904
10.1177/2158244017725555,2751933617,10.1177/2158244017725555
bbk-263,"",""
10.1001/jama.297.24.2725,2077058864,10.1001/jama.297.24.2725
10.1001/jamapediatrics.2013.550,2045890739,10.1001/jamapediatrics.2013.550
10.1007/s11695-010-0335-4,2090838292,10.1007/s11695-010-0335-4
10.1038/nutd.2012.20,2049514208,10.1038/nutd.2012.20
10.1068/i0552,2077363515,10.1068/i0552
10.1080/15401420490464367,2062100483,10.1080/15401420490464367
10.1093/gerona/51A.5.B362,2138379163,10.1093/gerona/51A.5.B362
10.1093/geronb/54B.4.S194,2145182989,10.1093/geronb/54B.4.S194
10.1093/geront/38.1.7,2134121743,10.1093/geront/38.1.7
10.1093/jpepsy/jsj024,2153309097,10.1093/jpepsy/jsj024
10.1093/oxfordjournals.aje.a008797,2123106029,10.1093/oxfordjournals.aje.a008797
10.1101/gr.3907305,2085825734,10.1101/gr.3907305
10.1136/oem.2011.064758,2133027584,10.1136/oem.2011.064758
10.1161/01.STR.29.7.1329,2003564673,10.1161/01.STR.29.7.1329
10.1177/147470490800600302,2113999319,10.1177/147470490800600302
10.1177/1755088217713765,2618933336,10.1177/1755088217713765
10.1177/2158244017692013,2601977564,10.1177/2158244017692013
10.1375/twin.11.1.12,1966850981,10.1375/twin.11.1.12
10.2337/diacare.24.3.447,2037480044,10.2337/diacare.24.3.447
10.3122/jabfm.2009.05.080231,2101371788,10.3122/jabfm.2009.05.080231
10.1002/art.24839,2003143409,10.1002/art.24839
10.1038/oby.2012.20,2008962343,10.1038/oby.2012.20
10.1042/AN20100017,1970820517,10.1042/AN20100017
10.1093/aje/kwg275,2096782637,10.1093/aje/kwg275
10.1093/aje/kwm142,2161717611,10.1093/aje/kwm142
10.1093/geronb/60.3.S137,2145140408,10.1093/geronb/60.3.S137
10.1093/geront/36.4.430,2135372821,10.1093/geront/36.4.430
10.1093/geront/gnq103,2107470320,10.1093/geront/gnq103
10.1093/infdis/174.5.1120,2055726565,10.1093/infdis/174.5.1120
10.1093/rheumatology/ken066,2116684912,10.1093/rheumatology/ken066
10.1097/01.olq.0000137898.17919.35,1973326303,10.1097/01.olq.0000137898.17919.35
10.1111/j.1526-4637.2004.04001.x,2146004753,10.1111/j.1526-4637.2004.04001.x
10.1136/ip.2006.012591,2069457221,10.1136/ip.2006.012591
10.1136/jech.2002.003251,2072619043,10.1136/jech.2002.003251
10.1161/CIRCULATIONAHA.106.645473,1980127110,10.1161/CIRCULATIONAHA.106.645473
10.1161/HYPERTENSIONAHA.107.097667,2111371354,10.1161/HYPERTENSIONAHA.107.097667
10.1177/0300060513502891,2145736517,10.1177/0300060513502891
10.1177/0300060517723799,2746898735,10.1177/0300060517723799
10.1177/1470320316656480,2527877826,10.1177/1470320316656480
10.1177/147470491201000204,1948028357,10.1177/147470491201000204
10.1177/147470491301100407,2169933744,10.1177/147470491301100407
10.1177/1474704916631614,2282532894,10.1177/1474704916631614
10.1177/1558689817731170,2759164513,10.1177/1558689817731170
10.1177/2158244013478951,1874559135,10.1177/2158244013478951
10.1177/2158244013511827,2131692526,10.1177/2158244013511827
10.1186/1475-2891-10-126,2167269433,10.1186/1475-2891-10-126
10.1186/1478-7954-7-16,2014064274,10.1186/1478-7954-7-16
10.1186/2193-9020-3-9,2135637386,10.1186/2193-9020-3-9
10.1371/journal.pone.0092816,1996672820,10.1371/journal.pone.0092816
10.1371/journal.pone.0118589,2080322229,10.1371/journal.pone.0118589
bbk-99,"",""
10.1073/pnas.1306417111,2004660111,10.1073/pnas.1306417111
10.1093/gerona/53A.3.M188,2147140928,10.1093/gerona/53A.3.M188
10.1093/geronb/61.4.S203,2102079350,10.1093/geronb/61.4.S203
10.1093/geront/36.3.373,2130752788,10.1093/geront/36.3.373
10.1136/bmj.324.7328.20,2004876644,10.1136/bmj.324.7328.20
10.1161/HYPERTENSIONAHA.110.162255,2111662153,10.1161/HYPERTENSIONAHA.110.162255
10.1177/0300060515593258,2525806198,10.1177/0300060515593258
10.1177/0300060517706800,2626617111,10.1177/0300060517706800
10.1177/1461444815604143,2311078334,10.1177/1461444815604143
10.1177/147470491100900403,2205530690,10.1177/147470491100900403
10.1177/147470491401200113,2247269544,10.1177/147470491401200113
10.1177/2041669516671566,2524454444,10.1177/2041669516671566
10.1177/2055102916637877,2314926659,10.1177/2055102916637877
10.1177/2158244011410715,1523033663,10.1177/2158244011410715
10.1177/2158244015617989,2415594380,10.1177/2158244015617989
10.1177/2158244016629393,2291988508,10.1177/2158244016629393
10.1186/2194-7899-2-1,2159890656,10.1186/2194-7899-2-1
10.1371/journal.pone.0007558,2032298501,10.1371/journal.pone.0007558
10.1371/journal.pone.0195036,2794929704,10.1371/journal.pone.0195036
10.1515/pophzn-2015-0011,2310476556,10.1515/pophzn-2015-0011
10.1542/peds.2011-1082,2133188156,10.1542/peds.2011-1082
10.1002/oby.20370,1833113419,10.1002/oby.20370
10.1042/AN20120009,2134976597,10.1042/AN20120009
10.1086/514634,2156674582,10.1086/514634
10.1086/655394,1977179106,10.1086/655394
10.1093/ageing/30.6.495,2050489563,10.1093/ageing/30.6.495
10.1093/geronb/gbp073,2103749399,10.1093/geronb/gbp073
10.1093/jat/23.6.436,2153946970,10.1093/jat/23.6.436
10.1093/jnci/91.16.1365,"",""
10.1177/0300060516633564,2317297913,10.1177/0300060516633564
10.1177/2158244011428160,2181006979,10.1177/2158244011428160
10.1177/2158244013512664,2127158977,10.1177/2158244013512664
10.1177/2158244015622798,2253111325,10.1177/2158244015622798
10.1177/2158244016658083,2470689026,10.1177/2158244016658083
10.1177/2158244017706711,2613523244,10.1177/2158244017706711
10.1177/2158244017709861,2620735164,10.1177/2158244017709861
10.1177/2158244017711486,2615051568,10.1177/2158244017711486
10.1177/2158244017723050,2743971063,10.1177/2158244017723050
10.3945/ajcn.111.015560,2144175094,10.3945/ajcn.111.015560
bbk-67,"",""
10.1016/j.ejcts.2006.01.016,2164826628,10.1016/j.ejcts.2006.01.016
10.1080/15401420390271056,2099676068,10.1080/15401420390271056
10.1093/geront/40.3.349,2140591180,10.1093/geront/40.3.349
10.1097/OLQ.0b013e3182478fa5,2053467755,10.1097/OLQ.0b013e3182478fa5
10.1098/rspb.2007.1673,2101598205,10.1098/rspb.2007.1673
10.1177/0300060514562489,2159680877,10.1177/0300060514562489
10.1177/0300060516676726,2572830174,10.1177/0300060516676726
10.1177/1465116516680763,2586732213,10.1177/1465116516680763
10.1177/1474704917690401,2581979856,10.1177/1474704917690401
10.1177/1756283X17698089,2603403998,10.1177/1756283X17698089
10.1177/2053168015589217,2259761339,10.1177/2053168015589217
10.1177/2158244012464974,2112792324,10.1177/2158244012464974
10.1177/2158244013495052,1592149178,10.1177/2158244013495052
10.1177/2158244013495052,2155652173,10.1177/2158244013495052
10.1177/2158244013495052,2173004741,10.1177/2158244013495052
10.1177/2158244013495052,2788382767,10.1177/2158244013495052
10.1177/2158244014548847,2128344508,10.1177/2158244014548847
10.1177/2158244016655586,2461783370,10.1177/2158244016655586
10.1186/s12877-016-0317-z,2502501431,10.1186/s12877-016-0317-z
10.1249/MSS.0b013e3181a06c9b,2027965761,10.1249/MSS.0b013e3181a06c9b
10.1289/ehp.9019,2015165237,10.1289/ehp.9019
10.1377/hlthaff.11.2.28,1988475166,10.1377/hlthaff.11.2.28
10.1377/hlthaff.14.1.234,2092760547,10.1377/hlthaff.14.1.234
10.1001/jama.282.10.954,1979054663,10.1001/jama.282.10.954
10.1001/jama.285.16.2094,1983800911,10.1001/jama.285.16.2094
10.1017/S1368980012000316,2324288017,10.1017/S1368980012000316
10.1038/sj.ijo.0800498,2069750703,10.1038/sj.ijo.0800498
10.1042/AN20130048,2118346941,10.1042/AN20130048
10.1097/00001648-199507000-00023,2075230461,10.1097/00001648-199507000-00023
10.1177/0300060514543034,2155937309,10.1177/0300060514543034
10.1177/0300060516665708,2553627824,10.1177/0300060516665708
10.1177/147470490700500403,2219719809,10.1177/147470490700500403
10.1177/2053951715609066,2230708423,10.1177/2053951715609066
10.1177/2158244013518925,2106794166,10.1177/2158244013518925
10.1177/2158244014548178,2140992244,10.1177/2158244014548178
10.1177/2158244015615922,2210580717,10.1177/2158244015615922
10.1177/2158244017736799,2765311804,10.1177/2158244017736799
10.2337/diabetes.52.5.1210,2151152924,10.2337/diabetes.52.5.1210
bbk-196,"",""
bbk-85,"",""
10.1001/archpedi.158.8.760,2161081498,10.1001/archpedi.158.8.760
10.1068/i0645,2162430938,10.1068/i0645
10.1093/aje/kwg129,2063174344,10.1093/aje/kwg129
10.1093/geronb/53B.1.S46,2103158077,10.1093/geronb/53B.1.S46
10.1161/HYPERTENSIONAHA.109.129841,1988064984,10.1161/HYPERTENSIONAHA.109.129841
10.1177/0300060513509473,2129092713,10.1177/0300060513509473
10.1177/0300060516652762,2592332284,10.1177/0300060516652762
10.1177/0300060516684251,2582716670,10.1177/0300060516684251
10.1177/0300060517708942,2651242387,10.1177/0300060517708942
10.1177/1474704916668874,2537964971,10.1177/1474704916668874
10.1177/2053168014540605,2155004808,10.1177/2053168014540605
10.1177/2158244013492082,2134762217,10.1177/2158244013492082
10.1177/2158244013502495,2162339238,10.1177/2158244013502495
10.1177/2158244013515684,2115292319,10.1177/2158244013515684
10.1177/2158244013518052,2130735567,10.1177/2158244013518052
10.1177/2158244013520609,2183794394,10.1177/2158244013520609
10.1177/2158244014525418,2168612693,10.1177/2158244014525418
10.1177/2158244014535939,2130701428,10.1177/2158244014535939
10.1186/1479-5868-7-70,2145499799,10.1186/1479-5868-7-70
10.4054/DemRes.2014.31.40,2109332233,10.4054/DemRes.2014.31.40
10.4236/health.2013.56A3004,2027413196,10.4236/health.2013.56A3004
bbk-360,"",""
10.1001/archpedi.157.1.54,2139217745,10.1001/archpedi.157.1.54
10.1002/art.1780160310,2075584151,10.1002/art.1780160310
10.1093/gerona/61.10.1070,2120630087,10.1093/gerona/61.10.1070
10.1093/schbul/sbj048,2169160800,10.1093/schbul/sbj048
10.1097/AOG.0b013e3181be3db4,2024364747,10.1097/AOG.0b013e3181be3db4
10.1111/j.1526-4637.2008.00425.x,2069426265,10.1111/j.1526-4637.2008.00425.x
10.1136/ip.2004.005835,1999649168,10.1136/ip.2004.005835
10.1161/JAHA.117.007138,2777162952,10.1161/JAHA.117.007138
10.1177/1470320314530178,2132610899,10.1177/1470320314530178
10.1177/147470490700500307,2341603062,10.1177/147470490700500307
10.1177/147470490800600121,2195145336,10.1177/147470490800600121
10.1177/1745691616673192,2618394217,10.1177/1745691616673192
10.1177/1759091416642351,2336637000,10.1177/1759091416642351
10.1177/2041669516658665,2506787810,10.1177/2041669516658665
10.1177/2053168014537808,2115197178,10.1177/2053168014537808
10.1177/2053951715612823,1920826934,10.1177/2053951715612823
10.1177/2158244011410324,2119668621,10.1177/2158244011410324
10.1177/2158244013484156,2150283510,10.1177/2158244013484156
10.1177/2158244013516154,2113461856,10.1177/2158244013516154
10.1177/2158244015581018,2146526766,10.1177/2158244015581018
10.1177/2158244015591823,2164329542,10.1177/2158244015591823
10.1177/2158244016640851,2332058084,10.1177/2158244016640851
10.1177/2158244016643748,2343576062,10.1177/2158244016643748
10.1177/2158244016656231,2471007662,10.1177/2158244016656231
10.1177/2158244016674512,2554416118,10.1177/2158244016674512
10.1177/2158244016675198,2571308666,10.1177/2158244016675198
10.1186/1477-7525-2-33,2108662783,10.1186/1477-7525-2-33
10.1210/jc.2004-1006,2089859192,10.1210/jc.2004-1006
10.1590/S0037-86822005000300008,2019473273,10.1590/S0037-86822005000300008
10.2337/diacare.23.9.1272,2135881062,10.2337/diacare.23.9.1272
bbk-194,"",""
10.1001/jama.285.17.2216,2149456232,10.1001/jama.285.17.2216
10.1001/jama.295.17.2037,2147083737,10.1001/jama.295.17.2037
10.1093/gerona/glu063,2161670208,10.1093/gerona/glu063
10.1093/geronb/53B.6.S303,2130033077,10.1093/geronb/53B.6.S303
10.1093/geronb/57.6.P559,2171464650,10.1093/geronb/57.6.P559
10.1093/geronb/60.4.S205,2146403321,10.1093/geronb/60.4.S205
10.1093/geronb/gbq049,2139201242,10.1093/geronb/gbq049
10.1177/0300060515587576,2177804931,10.1177/0300060515587576
10.1177/0300060516653066,2474326529,10.1177/0300060516653066
10.1177/0300060517714934,2737873867,10.1177/0300060517714934
10.1177/1474704918761103,2790368840,10.1177/1474704918761103
10.1177/2041669516686986,2569019169,10.1177/2041669516686986
10.1177/2158244013502493,2180818057,10.1177/2158244013502493
10.1177/2158244014521432,2130829334,10.1177/2158244014521432
10.1177/2158244015572486,2143869504,10.1177/2158244015572486
10.1177/2158244016635255,2293151839,10.1177/2158244016635255
10.1177/2158244016674511,2551805306,10.1177/2158244016674511
10.1186/1471-2458-12-425,2041856248,10.1186/1471-2458-12-425
10.1370/afm.1461,2097004059,10.1370/afm.1461
10.1371/journal.pgen.1001053,2108344795,10.1371/journal.pgen.1001053
10.5334/jeps.cn,2143711313,10.5334/jeps.cn
10.1001/jama.280.2.135,2029781096,10.1001/jama.280.2.135
10.1001/jamapsychiatry.2014.5,1991597726,10.1001/jamapsychiatry.2014.5
10.1068/i0662sas,1974457453,10.1068/i0662sas
10.1086/317655,2116702696,10.1086/317655
10.1093/gerona/60.3.334,2122350385,10.1093/gerona/60.3.334
10.1093/jac/dkr541,2134262748,10.1093/jac/dkr541
10.1097/00001648-199203000-00018,2071989125,10.1097/00001648-199203000-00018
10.1097/OLQ.0000000000000230,1990692521,10.1097/OLQ.0000000000000230
10.1111/j.1467-9566.2007.01043.x,2101984154,10.1111/j.1467-9566.2007.01043.x
10.1111/j.1526-4637.2011.01075.x,1575576947,10.1111/j.1526-4637.2011.01075.x
10.1111/j.1708-8305.2009.00339.x,2023315466,10.1111/j.1708-8305.2009.00339.x
10.1177/0046958015584798,2221265779,10.1177/0046958015584798
10.1177/0300060513507392,2075739019,10.1177/0300060513507392
10.1177/0300060514526567,2331034246,10.1177/0300060514526567
10.1177/0300060515576556,2287830537,10.1177/0300060515576556
10.1177/0300060515594195,2173342628,10.1177/0300060515594195
10.1177/0300060516639169,2342151635,10.1177/0300060516639169
10.1177/0300060516655244,2579225700,10.1177/0300060516655244
10.1177/0300060517707674,2627589249,10.1177/0300060517707674
10.1177/1471301216636302,2295446267,10.1177/1471301216636302
10.1177/1740774518780678,2808153284,10.1177/1740774518780678
10.1177/1753465816662159,2491738938,10.1177/1753465816662159
10.1177/2053168017702990,2605004811,10.1177/2053168017702990
10.1177/2055102917730676,2751777053,10.1177/2055102917730676
10.1177/2158244015611938,2261717666,10.1177/2158244015611938
10.1177/2158244016629183,2289376897,10.1177/2158244016629183
10.1177/2158244016653791,2468688964,10.1177/2158244016653791
10.1186/1747-597X-9-43,2154243862,10.1186/1747-597X-9-43
10.1249/MSS.0b013e318169032d,2054477333,10.1249/MSS.0b013e318169032d
10.1371/journal.pone.0173790,2617074981,10.1371/journal.pone.0173790
10.1377/hlthaff.28.4.w578,2148470578,10.1377/hlthaff.28.4.w578
10.1038/jes.2008.32,2144593881,10.1038/jes.2008.32
10.1093/geront/gnv061,2245883821,10.1093/geront/gnv061
10.1111/1467-856X.12068,1950661998,10.1111/1467-856X.12068
10.1177/0001839214538262,2162990730,10.1177/0001839214538262
10.1177/0300060513516287,2152038040,10.1177/0300060513516287
10.1177/1470320313481082,2097457569,10.1177/1470320313481082
10.1177/147470490500300118,2102105715,10.1177/147470490500300118
10.1177/147470491401200304,2181521631,10.1177/147470491401200304
10.1177/1756284818783600,2808945772,10.1177/1756284818783600
10.1177/1759091415601636,2262608276,10.1177/1759091415601636
10.1177/2041669515613661,2236351077,10.1177/2041669515613661
10.1177/2158244013499161,2159043053,10.1177/2158244013499161
10.1177/2158244015569737,2053098273,10.1177/2158244015569737
10.1177/2158244016659118,2461530039,10.1177/2158244016659118
10.1186/1471-2458-10-224,2137201452,10.1186/1471-2458-10-224
10.1186/1479-5868-8-20,2162291851,10.1186/1479-5868-8-20
10.1186/1747-597X-9-35,2130823286,10.1186/1747-597X-9-35
10.1371/journal.pone.0020331,2092810751,10.1371/journal.pone.0020331
10.1377/hlthaff.18.5.131,2124532540,10.1377/hlthaff.18.5.131
10.1377/hlthaff.21.3.137,2073497319,10.1377/hlthaff.21.3.137
10.1681/ASN.2006121411,2155144847,10.1681/ASN.2006121411
10.3945/ajcn.2008.26287,2116432465,10.3945/ajcn.2008.26287
10.4021/jocmr425w,2081258904,10.4021/jocmr425w
10.4054/DemRes.2009.21.7,2148736861,10.4054/DemRes.2009.21.7
10.4054/DemRes.2016.34.12,2278165569,10.4054/DemRes.2016.34.12
10.1001/jama.280.5.428,2039360809,10.1001/jama.280.5.428
10.1007/s40865-015-0005-2,1992081015,10.1007/s40865-015-0005-2
10.1017/S1368980007246749,2147468937,10.1017/S1368980007246749
10.1038/jes.2009.72,2006119079,10.1038/jes.2009.72
10.1068/i0422,2107270596,10.1068/i0422
10.1093/aje/kwh151,2162194260,10.1093/aje/kwh151
10.1093/gerona/61.4.380,2044256269,10.1093/gerona/61.4.380
10.1093/geronb/60.6.P338,2147444604,10.1093/geronb/60.6.P338
10.1093/geront/43.5.669,1993007416,10.1093/geront/43.5.669
10.1093/ndt/gfq808,2159881390,10.1093/ndt/gfq808
10.1097/AOG.0b013e31826af3d1,2084792262,10.1097/AOG.0b013e31826af3d1
10.1146/annurev.publhealth.25.101802.122951,2152753574,10.1146/annurev.publhealth.25.101802.122951
10.1146/annurev.publhealth.26.021304.144652,2107476679,10.1146/annurev.publhealth.26.021304.144652
10.1161/01.CIR.0000114519.75433.DD,2167994024,10.1161/01.CIR.0000114519.75433.DD
10.1177/0046958017690289,2585420158,10.1177/0046958017690289
10.1177/1556264615593485,2127725398,10.1177/1556264615593485
10.1177/1740774518778027,2787427995,10.1177/1740774518778027
10.1177/1747493017711943,2624255139,10.1177/1747493017711943
10.1177/2050312113520152,2150638385,10.1177/2050312113520152
10.1177/2055102917729542,2756250359,10.1177/2055102917729542
10.1177/2158244011428159,2155634275,10.1177/2158244011428159
10.1177/2158244012446995,2117731526,10.1177/2158244012446995
10.1177/2158244013490701,2150819464,10.1177/2158244013490701
10.1177/2158244014548849,2108284493,10.1177/2158244014548849
10.1177/2158244014551713,1981542270,10.1177/2158244014551713
10.1177/2158244015577664,2092276033,10.1177/2158244015577664
10.1177/2158244016658086,2490933039,10.1177/2158244016658086
10.1289/ehp.10764,1986184056,10.1289/ehp.10764
10.1370/afm.25,2124000742,10.1370/afm.25
bbk-167,"",""
bbk-174,"",""
bbk-177,"",""
bbk-54,"",""
10.1001/archpedi.159.2.167,2131449577,10.1001/archpedi.159.2.167
10.1001/jama.282.23.2227,2065856437,10.1001/jama.282.23.2227
10.1073/pnas.60.3.928,2003707229,10.1073/pnas.60.3.928
10.1093/aje/kwn213,2162207919,10.1093/aje/kwn213
10.1093/gerona/57.3.M181,2100576147,10.1093/gerona/57.3.M181
10.1093/geronb/62.4.S209,2149069878,10.1093/geronb/62.4.S209
10.1093/geronb/gbr091,2118949074,10.1093/geronb/gbr091
10.1097/OLQ.0b013e31816b3219,1973292330,10.1097/OLQ.0b013e31816b3219
10.1146/annurev.publhealth.24.100901.140847,2155040448,10.1146/annurev.publhealth.24.100901.140847
10.1177/147470490400200119,2215162081,10.1177/147470490400200119
10.1177/147470490800600316,2185638640,10.1177/147470490800600316
