,publication_id,AuthorId,Doi
170,224,2044149002,10.3122/jabfm.16.6.513
171,224,2945308715,10.3122/jabfm.16.6.513
172,224,2012491506,10.3122/jabfm.16.6.513
173,224,2114333903,10.3122/jabfm.16.6.513
174,224,2056340397,10.3122/jabfm.16.6.513
175,225,2168331426,10.1111/j.1526-4637.2004.04001.x
176,225,2151176377,10.1111/j.1526-4637.2004.04001.x
177,225,2538779747,10.1111/j.1526-4637.2004.04001.x
178,226,2171051576,10.1093/geronb/56.1.P3
179,226,2117361296,10.1093/geronb/56.1.P3
180,226,612724871,10.1093/geronb/56.1.P3
181,227,2000854891,10.1111/j.1442-9071.1996.tb01586.x
182,227,2154498210,10.1111/j.1442-9071.1996.tb01586.x
183,227,1932538441,10.1111/j.1442-9071.1996.tb01586.x
184,228,2092493195,10.1093/ageing/26.5.367
185,228,2033391603,10.1093/ageing/26.5.367
186,228,2110446995,10.1093/ageing/26.5.367
187,229,317569107,10.1093/aje/kwf170
188,229,2285384011,10.1093/aje/kwf170
189,229,2289241711,10.1093/aje/kwf170
190,229,251109812,10.1093/aje/kwf170
191,229,2395564987,10.1093/aje/kwf170
192,231,2042869234,10.1093/geronb/59.1.S34
193,231,2468819348,10.1093/geronb/59.1.S34
194,232,2047750411,10.1001/archpedi.159.7.657
195,232,1998982287,10.1001/archpedi.159.7.657
196,232,2106256854,10.1001/archpedi.159.7.657
197,232,2132512014,10.1001/archpedi.159.7.657
198,232,2139791075,10.1001/archpedi.159.7.657
199,232,50201740,10.1001/archpedi.159.7.657
200,232,2561969808,10.1001/archpedi.159.7.657
201,233,2087271920,10.1097/00007435-200201000-00003
202,233,2165959001,10.1097/00007435-200201000-00003
203,233,2031832792,10.1097/00007435-200201000-00003
204,234,47580988,10.1001/archpedi.157.1.96
205,234,2046602114,10.1001/archpedi.157.1.96
206,234,2096912108,10.1001/archpedi.157.1.96
207,235,2117305519,10.1097/01.ede.0000152900.81355.00
208,235,2097464933,10.1097/01.ede.0000152900.81355.00
209,235,208892157,10.1097/01.ede.0000152900.81355.00
210,236,10767262,10.1038/sj.ijo.0802804
211,236,208892157,10.1038/sj.ijo.0802804
212,237,2136503460,10.1097/00007435-200406000-00010
213,237,2425405577,10.1097/00007435-200406000-00010
214,237,2922923210,10.1097/00007435-200406000-00010
215,237,1529734428,10.1097/00007435-200406000-00010
216,239,2065790393,10.1377/hlthaff.22.4.154
217,239,1999135848,10.1377/hlthaff.22.4.154
218,240,2097464933,10.1161/hc3401.095037
219,240,2118339577,10.1161/hc3401.095037
220,240,242452762,10.1161/hc3401.095037
221,241,2097464933,10.1038/oby.2005.153
222,241,10767262,10.1038/oby.2005.153
223,242,2237050378,10.1038/oby.2003.207
224,242,2097464933,10.1038/oby.2003.207
225,242,2115802158,10.1038/oby.2003.207
226,242,2141487216,10.1038/oby.2003.207
227,242,2422466049,10.1038/oby.2003.207
228,242,10767262,10.1038/oby.2003.207
229,242,2162502002,10.1038/oby.2003.207
230,244,2626023724,10.1038/sj.ejcn.1600633
231,244,2134497647,10.1038/sj.ejcn.1600633
232,244,2062702425,10.1038/sj.ejcn.1600633
233,244,10767262,10.1038/sj.ejcn.1600633
234,244,1883430650,10.1038/sj.ejcn.1600633
235,244,2912463790,10.1038/sj.ejcn.1600633
236,245,2121227857,10.1079/PHN2003470
237,245,10767262,10.1079/PHN2003470
238,245,2796540340,10.1079/PHN2003470
239,246,2241052473,10.1093/geront/44.2.176
240,246,2894290834,10.1093/geront/44.2.176
241,247,727741126,10.1038/sj.ijo.0801618
242,247,2145122809,10.1038/sj.ijo.0801618
243,247,2103194234,10.1038/sj.ijo.0801618
244,247,2154913804,10.1038/sj.ijo.0801618
245,247,2169131923,10.1038/sj.ijo.0801618
246,247,2108306824,10.1038/sj.ijo.0801618
247,247,2102796153,10.1038/sj.ijo.0801618
248,248,2118766197,10.1136/jech.2002.003251
249,248,2106684977,10.1136/jech.2002.003251
250,250,2251465885,10.1093/geronb/59.4.S220
251,250,2269898570,10.1093/geronb/59.4.S220
252,251,2095878787,10.1093/geronb/61.2.S107
253,252,1886962885,10.1093/geronb/61.1.S35
254,253,167842270,10.1093/geronb/60.3.S160
255,253,2132308970,10.1093/geronb/60.3.S160
256,254,2118479170,10.1093/gerona/54.6.B247
257,255,2146982078,10.1136/ip.2004.005256
258,255,2702570396,10.1136/ip.2004.005256
259,257,2157138196,10.1001/archpsyc.63.7.824
260,257,2147436965,10.1001/archpsyc.63.7.824
261,257,287455819,10.1001/archpsyc.63.7.824
262,257,2115128131,10.1001/archpsyc.63.7.824
263,257,2158006364,10.1001/archpsyc.63.7.824
264,257,2097253326,10.1001/archpsyc.63.7.824
265,257,2158594286,10.1001/archpsyc.63.7.824
266,258,701798804,10.1001/archpedi.161.1.50
267,258,1630565836,10.1001/archpedi.161.1.50
268,258,983096,10.1001/archpedi.161.1.50
269,258,2091224158,10.1001/archpedi.161.1.50
270,259,2164792473,10.1001/archpedi.160.8.793
271,259,672042992,10.1001/archpedi.160.8.793
272,259,2316525937,10.1001/archpedi.160.8.793
273,259,1927036248,10.1001/archpedi.160.8.793
274,259,2149714927,10.1001/archpedi.160.8.793
275,260,1937333866,10.1001/archpsyc.59.6.538
276,260,2111079624,10.1001/archpsyc.59.6.538
277,260,2130794779,10.1001/archpsyc.59.6.538
278,261,2118479170,10.1073/pnas.0608483103
279,261,2143496311,10.1073/pnas.0608483103
280,261,2763223483,10.1073/pnas.0608483103
281,262,431836282,10.1111/j.1469-1795.2006.00083.x
282,262,2169517452,10.1111/j.1469-1795.2006.00083.x
283,262,1254410694,10.1111/j.1469-1795.2006.00083.x
284,262,188941458,10.1111/j.1469-1795.2006.00083.x
285,263,2705414302,10.1093/geronb/62.4.S209
286,263,2361757723,10.1093/geronb/62.4.S209
287,263,2619068093,10.1093/geronb/62.4.S209
288,263,2128187912,10.1093/geronb/62.4.S209
289,263,2698052601,10.1093/geronb/62.4.S209
290,263,2280654169,10.1093/geronb/62.4.S209
291,263,2128597979,10.1093/geronb/62.4.S209
292,264,2924404629,10.1111/j.1467-985X.2006.00419.x
293,264,2037922905,10.1111/j.1467-985X.2006.00419.x
294,264,2159362311,10.1111/j.1467-985X.2006.00419.x
295,266,2169069359,10.2215/CJN.00540107
296,266,2245251204,10.2215/CJN.00540107
297,266,2118325936,10.2215/CJN.00540107
298,266,1975839371,10.2215/CJN.00540107
299,266,2628917819,10.2215/CJN.00540107
300,266,2134745749,10.2215/CJN.00540107
301,266,2120929064,10.2215/CJN.00540107
302,266,2021507927,10.2215/CJN.00540107
303,266,2117697933,10.2215/CJN.00540107
304,267,2133170561,10.1038/oby.2007.640
305,267,2103237949,10.1038/oby.2007.640
306,267,2807254718,10.1038/oby.2007.640
307,267,1992360159,10.1038/oby.2007.640
308,267,257903068,10.1038/oby.2007.640
309,268,2467807195,10.1097/01.olq.0000179874.76360.ad
310,268,2150224950,10.1097/01.olq.0000179874.76360.ad
311,268,93683915,10.1097/01.olq.0000179874.76360.ad
312,268,2106256854,10.1097/01.olq.0000179874.76360.ad
313,268,2741824237,10.1097/01.olq.0000179874.76360.ad
314,268,2181857560,10.1097/01.olq.0000179874.76360.ad
315,268,2257153135,10.1097/01.olq.0000179874.76360.ad
316,268,2098785602,10.1097/01.olq.0000179874.76360.ad
317,268,2139791075,10.1097/01.olq.0000179874.76360.ad
318,268,2561969808,10.1097/01.olq.0000179874.76360.ad
319,269,2010281893,10.1001/archpsyc.64.4.433
320,269,2327109121,10.1001/archpsyc.64.4.433
321,269,2321105279,10.1001/archpsyc.64.4.433
322,269,2600867360,10.1001/archpsyc.64.4.433
323,272,2088524820,10.1093/geronb/62.6.S388
324,272,1788674082,10.1093/geronb/62.6.S388
325,272,2646155635,10.1093/geronb/62.6.S388
326,272,2092209970,10.1093/geronb/62.6.S388
327,272,2642525517,10.1093/geronb/62.6.S388
328,273,2341007908,10.1093/geronb/60.6.P338
329,273,203212264,10.1093/geronb/60.6.P338
330,274,2127113520,10.1111/j.1748-0361.2008.00162.x
331,274,2149351943,10.1111/j.1748-0361.2008.00162.x
332,274,2590567399,10.1111/j.1748-0361.2008.00162.x
333,275,64589017,10.1590/S0102-311X2007001200019
334,275,2163418092,10.1590/S0102-311X2007001200019
335,275,730021849,10.1590/S0102-311X2007001200019
336,275,2172099121,10.1590/S0102-311X2007001200019
337,276,2326247643,10.3200/JACH.53.6.253-262
338,276,2152563870,10.3200/JACH.53.6.253-262
339,276,2170149129,10.3200/JACH.53.6.253-262
340,276,2117617752,10.3200/JACH.53.6.253-262
341,276,2941481434,10.3200/JACH.53.6.253-262
342,277,2169744392,10.1073/pnas.0403418101
343,277,652370045,10.1073/pnas.0403418101
344,279,2167542065,10.1038/sj.ijo.0803145
345,279,2257707462,10.1038/sj.ijo.0803145
346,279,2433034969,10.1038/sj.ijo.0803145
347,279,2117362015,10.1038/sj.ijo.0803145
348,279,2734749649,10.1038/sj.ijo.0803145
349,279,1974615775,10.1038/sj.ijo.0803145
350,279,2797929196,10.1038/sj.ijo.0803145
351,280,2801184586,10.1111/j.1360-0443.2007.01824.x
352,280,2036971276,10.1111/j.1360-0443.2007.01824.x
353,280,2170177167,10.1111/j.1360-0443.2007.01824.x
354,280,2110478513,10.1111/j.1360-0443.2007.01824.x
355,280,2005887511,10.1111/j.1360-0443.2007.01824.x
356,280,2154568542,10.1111/j.1360-0443.2007.01824.x
357,280,2024991216,10.1111/j.1360-0443.2007.01824.x
358,280,2128537590,10.1111/j.1360-0443.2007.01824.x
359,280,2052211900,10.1111/j.1360-0443.2007.01824.x
360,280,2024737592,10.1111/j.1360-0443.2007.01824.x
361,281,2030637215,10.1186/1477-7517-1-5
362,281,2802242757,10.1186/1477-7517-1-5
363,281,2719740691,10.1186/1477-7517-1-5
364,282,2010803243,10.1289/ehp.11079
365,282,2145691616,10.1289/ehp.11079
366,282,2159964393,10.1289/ehp.11079
367,282,2240876022,10.1289/ehp.11079
368,283,1953160595,10.1093/geront/46.3.344
369,283,2095689902,10.1093/geront/46.3.344
370,284,2025960259,10.1111/j.1524-4733.2006.00095.x
371,284,2122805651,10.1111/j.1524-4733.2006.00095.x
372,284,2301059266,10.1111/j.1524-4733.2006.00095.x
373,284,1868392989,10.1111/j.1524-4733.2006.00095.x
374,284,674216414,10.1111/j.1524-4733.2006.00095.x
375,285,2086194312,10.1161/01.STR.0000217971.88034.e9
376,285,1868392989,10.1161/01.STR.0000217971.88034.e9
377,285,269349253,10.1161/01.STR.0000217971.88034.e9
378,285,2133695006,10.1161/01.STR.0000217971.88034.e9
379,286,2169401478,10.1093/aje/kwf106
380,286,674099123,10.1093/aje/kwf106
381,286,2174653616,10.1093/aje/kwf106
382,286,1983068043,10.1093/aje/kwf106
383,288,2005026361,10.1136/jnnp.2009.174029
384,288,1942933299,10.1136/jnnp.2009.174029
385,288,159387444,10.1136/jnnp.2009.174029
386,288,2144752349,10.1136/jnnp.2009.174029
387,288,2053913769,10.1136/jnnp.2009.174029
388,288,2164441953,10.1136/jnnp.2009.174029
389,289,2122851140,10.1097/EDE.0b013e318196cd65
390,289,2127392143,10.1097/EDE.0b013e318196cd65
391,289,2128297037,10.1097/EDE.0b013e318196cd65
392,289,2674852882,10.1097/EDE.0b013e318196cd65
393,289,2251653800,10.1097/EDE.0b013e318196cd65
394,289,1969742643,10.1097/EDE.0b013e318196cd65
395,290,2112886189,10.1002/hep.22292
396,290,2169038069,10.1002/hep.22292
397,290,2121646410,10.1002/hep.22292
398,291,304176210,10.1093/jnci/djm204
399,291,2640816031,10.1093/jnci/djm204
400,291,2323177162,10.1093/jnci/djm204
401,291,2104793223,10.1093/jnci/djm204
402,292,2110446995,10.1093/geront/43.5.669
403,292,2099531161,10.1093/geront/43.5.669
404,292,1425208253,10.1093/geront/43.5.669
405,292,2602939796,10.1093/geront/43.5.669
406,293,1348824210,10.1086/518791
407,293,1842049093,10.1086/518791
408,293,304176210,10.1086/518791
409,293,50678123,10.1086/518791
410,293,2252065092,10.1086/518791
411,293,2600553538,10.1086/518791
412,293,2142656707,10.1086/518791
413,293,2251474096,10.1086/518791
414,293,2004927906,10.1086/518791
415,294,2139359746,10.1158/1055-9965.EPI-06-1053
416,294,2617622784,10.1158/1055-9965.EPI-06-1053
417,294,2105725956,10.1158/1055-9965.EPI-06-1053
418,295,2110446995,10.1146/annurev.publhealth.25.101802.122951
419,295,2260221774,10.1146/annurev.publhealth.25.101802.122951
420,296,2308694797,10.1017/S136898000768389X
421,296,1376252353,10.1017/S136898000768389X
422,297,2262741568,10.2337/dc06-1579
423,297,2111396268,10.2337/dc06-1579
424,297,2747234774,10.2337/dc06-1579
425,297,1837576864,10.2337/dc06-1579
426,297,1479285031,10.2337/dc06-1579
427,297,1801242444,10.2337/dc06-1579
428,297,2069776588,10.2337/dc06-1579
429,297,2141383371,10.2337/dc06-1579
430,297,2144987277,10.2337/dc06-1579
431,297,2252044494,10.2337/dc06-1579
432,298,1640018563,10.1161/CIRCULATIONAHA.106.628321
433,298,2916755398,10.1161/CIRCULATIONAHA.106.628321
434,298,2250788657,10.1161/CIRCULATIONAHA.106.628321
435,298,2918447027,10.1161/CIRCULATIONAHA.106.628321
436,298,2532939129,10.1161/CIRCULATIONAHA.106.628321
437,300,2020043882,10.1038/oby.2006.17
438,300,2304013906,10.1038/oby.2006.17
439,300,2276554534,10.1038/oby.2006.17
440,300,221251708,10.1038/oby.2006.17
441,300,2118216011,10.1038/oby.2006.17
442,301,2132067944,10.1093/schbul/sbj048
443,301,2127159552,10.1093/schbul/sbj048
444,301,1864206569,10.1093/schbul/sbj048
445,301,2119663113,10.1093/schbul/sbj048
446,301,2159810442,10.1093/schbul/sbj048
447,301,2037079207,10.1093/schbul/sbj048
448,301,2565223103,10.1093/schbul/sbj048
449,302,2172124616,10.1038/sj.jhh.1001950
450,302,2155109063,10.1038/sj.jhh.1001950
451,303,1376252353,10.1186/1475-2891-4-27
452,303,1617168282,10.1186/1475-2891-4-27
453,304,2499722791,10.1038/sj.jhh.1001919
454,304,406282205,10.1038/sj.jhh.1001919
455,304,2475424084,10.1038/sj.jhh.1001919
456,304,2120303573,10.1038/sj.jhh.1001919
457,304,2249764501,10.1038/sj.jhh.1001919
458,305,2307588012,10.1210/jc.2005-0170
459,305,2574412295,10.1210/jc.2005-0170
460,305,1908297035,10.1210/jc.2005-0170
461,307,2109568692,10.3945/ajcn.2007.25751
462,307,2111342180,10.3945/ajcn.2007.25751
463,307,2066899519,10.3945/ajcn.2007.25751
464,307,2216113817,10.3945/ajcn.2007.25751
465,307,208892157,10.3945/ajcn.2007.25751
466,308,2125681105,10.1017/S0020859002000901
467,308,2099981399,10.1017/S0020859002000901
468,309,144684561,10.4054/DemRes.2008.19.47
469,309,2202964444,10.4054/DemRes.2008.19.47
470,310,2067030552,10.1542/peds.2004-0496
471,310,676653668,10.1542/peds.2004-0496
472,310,1973256008,10.1542/peds.2004-0496
473,310,2008331421,10.1542/peds.2004-0496
474,310,2007171346,10.1542/peds.2004-0496
475,310,2106304859,10.1542/peds.2004-0496
476,311,2101330723,10.2337/diacare.27.12.2966
477,311,2734749649,10.2337/diacare.27.12.2966
478,312,2911644817,10.2337/diacare.27.12.2806
479,312,2169907565,10.2337/diacare.27.12.2806
480,312,2109887058,10.2337/diacare.27.12.2806
481,312,2167161298,10.2337/diacare.27.12.2806
482,312,2137557267,10.2337/diacare.27.12.2806
483,312,673148110,10.2337/diacare.27.12.2806
484,312,2018017804,10.2337/diacare.27.12.2806
485,312,1978991885,10.2337/diacare.27.12.2806
486,313,2325210808,10.1016/j.amjhyper.2004.06.020
487,313,1893913641,10.1016/j.amjhyper.2004.06.020
488,313,2570463676,10.1016/j.amjhyper.2004.06.020
489,313,2115354882,10.1016/j.amjhyper.2004.06.020
490,314,1844256974,10.1093/aje/kwh297
491,314,1967297311,10.1093/aje/kwh297
492,314,2159231909,10.1093/aje/kwh297
493,315,2777754242,10.1093/aje/kwh296
494,315,2565332888,10.1093/aje/kwh296
495,315,2003656212,10.1093/aje/kwh296
496,315,2119554004,10.1093/aje/kwh296
497,315,1714129746,10.1093/aje/kwh296
498,316,2171591667,10.2337/diacare.27.10.2444
499,316,2101330723,10.2337/diacare.27.10.2444
500,316,2287785407,10.2337/diacare.27.10.2444
501,317,1927920568,10.1016/j.ehj.2004.05.002
502,317,2466610061,10.1016/j.ehj.2004.05.002
503,317,2661338970,10.1016/j.ehj.2004.05.002
504,317,2142635310,10.1016/j.ehj.2004.05.002
505,318,2144595871,10.1158/1055-9965.EPI-08-0996
506,318,2085573149,10.1158/1055-9965.EPI-08-0996
507,318,2135438328,10.1158/1055-9965.EPI-08-0996
508,318,2161720714,10.1158/1055-9965.EPI-08-0996
509,318,2126858047,10.1158/1055-9965.EPI-08-0996
510,318,1912574589,10.1158/1055-9965.EPI-08-0996
511,318,2144947445,10.1158/1055-9965.EPI-08-0996
512,318,2156599241,10.1158/1055-9965.EPI-08-0996
513,318,2119384931,10.1158/1055-9965.EPI-08-0996
514,320,2074790622,10.1370/afm.25
515,320,1941560885,10.1370/afm.25
516,320,2138831825,10.1370/afm.25
517,321,2108767686,10.1038/sj.ejcn.1601667
518,321,2171591667,10.1038/sj.ejcn.1601667
519,321,2101330723,10.1038/sj.ejcn.1601667
520,321,2430667528,10.1038/sj.ejcn.1601667
521,321,2734749649,10.1038/sj.ejcn.1601667
522,322,2212734132,10.1038/oby.2002.169
523,322,2473183878,10.1038/oby.2002.169
524,324,1994657419,10.1001/archinternmed.2009.78
525,324,2151190238,10.1001/archinternmed.2009.78
526,324,2131182387,10.1001/archinternmed.2009.78
527,324,677403932,10.1001/archinternmed.2009.78
528,324,2117627876,10.1001/archinternmed.2009.78
529,325,2436125823,10.1097/AOG.0b013e3181be3db4
530,325,167594558,10.1097/AOG.0b013e3181be3db4
531,325,2093291216,10.1097/AOG.0b013e3181be3db4
532,325,2145784675,10.1097/AOG.0b013e3181be3db4
533,326,2160221484,10.1093/aje/kwf105
534,326,2101897894,10.1093/aje/kwf105
535,326,2107745313,10.1093/aje/kwf105
536,326,2187250075,10.1093/aje/kwf105
537,327,2109038259,10.3122/jabfm.2009.01.080027
538,327,1535529498,10.3122/jabfm.2009.01.080027
539,327,1163390299,10.3122/jabfm.2009.01.080027
540,328,1664263516,10.1186/1472-6963-9-166
541,328,1251086879,10.1186/1472-6963-9-166
542,328,1243352446,10.1186/1472-6963-9-166
543,329,2343218963,10.1093/aje/kwp419
544,329,2600369925,10.1093/aje/kwp419
545,329,1805091256,10.1093/aje/kwp419
546,329,202438304,10.1093/aje/kwp419
547,330,2426644768,10.1161/01.STR.0000014607.90464.88
548,330,2924229481,10.1161/01.STR.0000014607.90464.88
549,330,2148564950,10.1161/01.STR.0000014607.90464.88
550,330,1219713936,10.1161/01.STR.0000014607.90464.88
551,330,2944837624,10.1161/01.STR.0000014607.90464.88
552,330,662617353,10.1161/01.STR.0000014607.90464.88
553,330,2132203485,10.1161/01.STR.0000014607.90464.88
554,330,2426644768,10.1161/01.STR.0000014607.90464.88
555,330,2924229481,10.1161/01.STR.0000014607.90464.88
556,330,2148564950,10.1161/01.STR.0000014607.90464.88
557,330,1219713936,10.1161/01.STR.0000014607.90464.88
558,330,2944837624,10.1161/01.STR.0000014607.90464.88
