,publication_id,AuthorId,Doi
57,5747,2502221866,10.1177/1081180X9900400402
58,5747,2146242231,10.1177/1081180X9900400402
59,5747,2108207668,10.1177/1081180X9900400402
60,5748,2111825206,10.1177/1532673X9202000203
61,5749,2154513401,10.1177/004912417700600207
62,5749,1409284993,10.1177/004912417700600207
63,5751,2336328238,10.1177/1088767903253607
64,5751,2170558792,10.1177/1088767903253607
65,5752,1778173458,10.1177/002200277201600203
66,5753,2331201474,10.1177/002242787301000101
67,5753,357178691,10.1177/002242787301000101
68,5754,2133802236,10.1177/0022002702046001005
69,5754,2637607584,10.1177/0022002702046001005
70,5755,2133879482,10.1177/001112878302900101
71,5755,1828452062,10.1177/001112878302900101
72,5755,2679786435,10.1177/001112878302900101
73,5756,2700816432,10.1177/106591290005300307
74,5756,2101557109,10.1177/106591290005300307
75,5757,1227715696,10.1177/1077801203256001
76,5758,971226294,10.1177/0010414000033001003
77,5758,1994207371,10.1177/0010414000033001003
78,5759,2099128713,10.1177/107808747601100301
79,5759,2133575061,10.1177/107808747601100301
80,5759,2584530622,10.1177/107808747601100301
81,5760,2427251098,10.1177/0145445501252001
82,5760,2102555180,10.1177/0145445501252001
83,5761,2098634543,10.1177/1532673X8100900201
84,5762,2579595423,10.1177/1532673X9402200302
85,5763,2414442926,10.1177/1532673X9001800302
86,5764,2294585438,10.1177/002200277902300304
87,5765,2683601908,10.1177/0193841X8000400201
88,5765,2577401328,10.1177/0193841X8000400201
89,5766,1819838348,10.1177/002234336600300102
90,5766,108258740,10.1177/002234336600300102
91,5767,570838906,10.1177/002193470103100608
92,5768,2124083448,10.1177/1532673X8701500103
93,5768,2143067339,10.1177/1532673X8701500103
94,5769,2342824700,10.1177/002234338101800303
95,5770,2271983319,10.3109/00048678709160911
96,5771,2104526707,10.1177/0022002702251031
97,5772,2196888499,10.1177/1532673X9802600105
98,5773,2121982208,10.1177/1532673X7900700404
99,5774,2107839427,10.1177/1532673X01029005002
100,5776,2123015141,10.1177/002234336900600402
101,5777,2142072359,10.1177/153244000100100205
102,5777,2049155569,10.1177/153244000100100205
103,5778,2089353145,10.1080/0042098984204
104,5778,2700505755,10.1080/0042098984204
105,5778,2102809948,10.1080/0042098984204
106,5779,2257135256,10.1177/1532673X8100900203
107,5779,2575169358,10.1177/1532673X8100900203
108,5780,1993975250,10.1177/135910539700200306
109,5780,2303122736,10.1177/135910539700200306
110,5780,603908696,10.1177/135910539700200306
111,5781,2174442691,10.1177/002234336900600302
112,5782,2111773166,10.1177/088740349901000305
113,5782,41947326,10.1177/088740349901000305
114,5782,2166566774,10.1177/088740349901000305
115,5782,125499196,10.1177/088740349901000305
116,5783,2150693052,10.1177/107808747400900405
117,5784,2421873344,10.1177/002234338702400204
118,5785,2600927999,10.1177/0899764001304003
119,5785,2557558260,10.1177/0899764001304003
120,5786,2575045749,10.1177/088610999601100203
121,5787,52923492,10.1177/002200276901300104
122,5788,2164745286,10.1177/0010414000033010001
123,5789,2569437261,10.1177/009539977300400402
124,5790,2134355591,10.1068/a241291
125,5791,2138295178,10.1177/1354068896002004002
126,5791,2162694921,10.1177/1354068896002004002
127,5792,2637198230,10.1177/107808747901400401
128,5793,1276915622,10.1177/009155218000700303
129,5793,2310513138,10.1177/009155218000700303
130,5794,2305124843,10.1177/002242788101800107
131,5794,2599427581,10.1177/002242788101800107
132,5795,2000739441,10.1177/0022343302039003002
133,5795,2171493281,10.1177/0022343302039003002
134,5796,1502687800,10.1177/0022002702046001002
135,5796,2002927953,10.1177/0022002702046001002
136,5797,2173532159,10.1177/0899764000294003
137,5798,1807311919,10.1177/001041406900200201
138,5799,2104998712,10.1177/1532673X8000800101
139,5799,2130192446,10.1177/1532673X8000800101
140,5800,2631469991,10.1177/1532673X8401200402
141,5801,2431110047,10.1177/1088767902006003005
142,5801,2620491630,10.1177/1088767902006003005
143,5801,277836041,10.1177/1088767902006003005
144,5802,2147955522,10.1177/004912418000900205
145,5803,2104503379,10.1177/1532673X8501300103
146,5804,2106911193,10.1177/1532673X9001800106
147,5804,2104503379,10.1177/1532673X9001800106
148,5805,244338091,10.1177/0022343399036001005
149,5805,2029571126,10.1177/0022343399036001005
150,5806,2115982346,10.1177/0192513X02023004005
151,5806,2094728239,10.1177/0192513X02023004005
152,5807,2304088327,10.1177/002200278102500303
153,5807,2552409418,10.1177/002200278102500303
154,5808,46400912,10.1177/0164027501234002
155,5808,2102144728,10.1177/0164027501234002
156,5809,2578321687,10.1177/109861119900200203
157,5810,350237176,10.1177/0022343302039004002
158,5811,2948541077,10.2190/39HG-YLKC-4CUV-NRAF
159,5811,2917447854,10.2190/39HG-YLKC-4CUV-NRAF
160,5811,2105650179,10.2190/39HG-YLKC-4CUV-NRAF
161,5811,2269494163,10.2190/39HG-YLKC-4CUV-NRAF
162,5812,2697304436,10.1177/1532673X7500300302
163,5812,2324626278,10.1177/1532673X7500300302
164,5812,2334360436,10.1177/1532673X7500300302
165,5813,2583541747,10.1177/1077801202239002
166,5813,15306129,10.1177/1077801202239002
167,5814,2666191182,10.1177/002200276801200203
168,5814,2649228444,10.1177/002200276801200203
169,5815,2034062543,10.1177/002234338502200306
170,5816,2134355591,10.1080/0042098002168
171,5816,2088505180,10.1080/0042098002168
172,5816,1949981962,10.1080/0042098002168
173,5817,1715885228,10.1177/0022022100031004001
174,5817,2096330230,10.1177/0022022100031004001
175,5817,735323727,10.1177/0022022100031004001
176,5817,2142836524,10.1177/0022022100031004001
177,5818,2735970025,10.1177/000276427902300102
178,5818,2102389816,10.1177/000276427902300102
179,5818,2133641684,10.1177/000276427902300102
180,5819,2259474705,10.1177/0193841X7900300202
181,5820,2112952063,10.1177/0022002702046004004
182,5820,2524954209,10.1177/0022002702046004004
183,5821,2329243008,10.1177/002193479502500404
184,5821,1913079671,10.1177/002193479502500404
185,5822,1141066895,10.1177/089826430201400201
186,5823,2267239198,10.1177/0306624X01453002
187,5824,2945743470,10.1080/00420988620080021
188,5825,2097516690,10.1177/000271626536100105
189,5825,2146000762,10.1177/000271626536100105
190,5826,9350705,10.1177/002200277902300407
191,5826,90138463,10.1177/002200277902300407
192,5826,141524066,10.1177/002200277902300407
193,5826,2558221370,10.1177/002200277902300407
194,5826,342478461,10.1177/002200277902300407
195,5827,2136896403,10.1177/0022002703254477
196,5827,1959381525,10.1177/0022002703254477
197,5828,306007154,10.1177/0164027500221001
198,5828,1171704650,10.1177/0164027500221001
199,5828,662132603,10.1177/0164027500221001
200,5829,1980362249,10.1177/0022002702046003001
201,5829,2319617091,10.1177/0022002702046003001
202,5830,2094728239,10.1177/019251302237299
203,5830,1450458074,10.1177/019251302237299
204,5831,2154919930,10.1177/0164027500226003
205,5831,2094728239,10.1177/0164027500226003
206,5831,2340069764,10.1177/0164027500226003
207,5831,2269348502,10.1177/0164027500226003
208,5832,2702852267,10.1177/036319909802300405
209,5833,2229562488,10.1177/0164027599212004
210,5834,1981733817,10.1177/0193841X9902300304
211,5834,2064617865,10.1177/0193841X9902300304
212,5834,2165417152,10.1177/0193841X9902300304
213,5834,2112313025,10.1177/0193841X9902300304
214,5834,2481794195,10.1177/0193841X9902300304
215,5835,2252551406,10.1068/a151633
216,5836,2327145760,10.1177/002234338402100306
217,5836,2580711805,10.1177/002234338402100306
218,5836,2034678295,10.1177/002234338402100306
219,5837,41541025,10.1177/000169938302600201
220,5837,2635733018,10.1177/000169938302600201
221,5838,250366529,10.1177/002200276601000301
222,5838,1444393294,10.1177/002200276601000301
223,5839,2104888884,10.1177/1532673X7900700405
224,5840,2108487067,10.1007/BF02690054
225,5841,2489148537,10.1177/004728759603500212
226,5841,2088486664,10.1177/004728759603500212
227,5842,2556065004,10.2190/2HMC-W575-5M2E-G3LU
228,5842,2134049113,10.2190/2HMC-W575-5M2E-G3LU
229,5842,2492869253,10.2190/2HMC-W575-5M2E-G3LU
230,5842,2118222667,10.2190/2HMC-W575-5M2E-G3LU
231,5843,2631591585,10.1177/1532673X9001800406
232,5843,2145123218,10.1177/1532673X9001800406
233,5843,2129367294,10.1177/1532673X9001800406
234,5844,2678549477,10.1177/0010414000033005003
235,5844,1974407742,10.1177/0010414000033005003
236,5845,186109013,10.1177/0743558401166001
237,5845,2165418837,10.1177/0743558401166001
238,5846,2169044250,10.1177/000276428002300502
239,5847,229391274,10.2190/LJWU-FXTM-TEXG-WK4G
240,5847,1841026573,10.2190/LJWU-FXTM-TEXG-WK4G
241,5848,2891818649,10.1177/1059601102250025
242,5848,2523274175,10.1177/1059601102250025
243,5848,2586827685,10.1177/1059601102250025
244,5848,1977701583,10.1177/1059601102250025
245,5848,2479896275,10.1177/1059601102250025
246,5848,2250174017,10.1177/1059601102250025
247,5848,2269005415,10.1177/1059601102250025
248,5848,314155015,10.1177/1059601102250025
249,5849,2673920087,10.1177/104420739800900207
250,5849,598519197,10.1177/104420739800900207
251,5849,1975374064,10.1177/104420739800900207
252,5850,27099832,10.2190/J357-QF31-F0FC-PV4U
253,5851,2575002233,10.1177/000271627541800106
254,5851,2125683124,10.1177/000271627541800106
255,5852,2136296979,10.1177/107755802237810
256,5852,2151757799,10.1177/107755802237810
257,5852,2187307562,10.1177/107755802237810
258,5853,2147750201,10.1177/0010414002035008002
259,5853,2167284256,10.1177/0010414002035008002
260,5854,2568379288,10.1177/0192513X02238519
261,5854,2313386714,10.1177/0192513X02238519
262,5855,2591327348,10.1177/0743558401166008
263,5855,186109013,10.1177/0743558401166008
264,5855,2628838290,10.1177/0743558401166008
265,5855,665285738,10.1177/0743558401166008
266,5856,108258740,10.1177/002234336600300204
267,5857,2149901035,10.1177/1532673X9302100202
268,5857,2209924647,10.1177/1532673X9302100202
269,5858,1782931995,10.1177/002234338602300306
270,5859,2143363404,10.1177/1532673X8501300101
271,5860,2120691709,10.1177/002242788201900210
272,5860,2527201335,10.1177/002242788201900210
273,5861,263351789,10.1177/0022343399036006002
274,5862,2317305871,10.1177/002193479502500507
275,5862,2137035800,10.1177/002193479502500507
276,5863,2103399419,10.1177/1532673X00028001002
277,5863,2683263156,10.1177/1532673X00028001002
278,5864,2523671995,10.1177/0022343301038006006
279,5864,439726441,10.1177/0022343301038006006
280,5865,259020371,10.1177/002234337901600304
281,5865,2105005834,10.1177/002234337901600304
282,5866,2042041576,10.1177/1532673X9702500303
283,5866,2072561605,10.1177/1532673X9702500303
284,5866,2921982292,10.1177/1532673X9702500303
285,5867,2268674903,10.1111/j.1471-6402.1996.tb00667.x
286,5868,2303107887,10.2190/Y71P-KXVJ-LR9H-H1MG
287,5869,2104898464,10.1177/0044118X8001100303
288,5870,2137120976,10.1177/1532673X9702500204
289,5871,2510969805,10.1177/002200276901300404
290,5872,2021894757,10.1080/0042098992647
291,5872,2712890930,10.1080/0042098992647
292,5873,304176210,10.1177/096228029600500304
293,5873,2251086917,10.1177/096228029600500304
294,5874,96519279,10.1007/BF02692738
295,5874,2140569186,10.1007/BF02692738
296,5875,2579473805,10.1177/074193258500600405
297,5875,2436736478,10.1177/074193258500600405
298,5875,2140309542,10.1177/074193258500600405
299,5876,2591327348,10.1177/1077559502239610
300,5876,186109013,10.1177/1077559502239610
301,5877,48853113,10.1177/1354068895001002003
302,5878,2029279438,10.1177/089692059602200104
303,5878,2640466067,10.1177/089692059602200104
304,5878,2124917565,10.1177/089692059602200104
305,5879,2147979303,10.5034/inquiryjrnl_38.2.225
306,5880,2171742081,10.4278/0890-1171-14.4.236
307,5881,722015695,10.4278/0890-1171-8.5.363
308,5881,2102796153,10.4278/0890-1171-8.5.363
309,5882,2105685688,10.1177/10780879922184301
310,5882,2112479075,10.1177/10780879922184301
311,5883,1964725030,10.1177/019263650008461909
312,5883,60285188,10.1177/019263650008461909
313,5884,2792371741,10.1177/019251219301400203
314,5885,2218622312,10.1177/000271627039100111
315,5886,2218622312,10.1177/002200277602000103
316,5886,2196656959,10.1177/002200277602000103
317,5887,219723222,10.1177/1532673X01029005003
318,5888,2131516866,10.1177/002234336500200402
319,5889,1994657419,10.5034/inquiryjrnl_39.2.118
320,5889,2110807926,10.5034/inquiryjrnl_39.2.118
321,5890,1994657419,10.5034/inquiryjrnl_40.3.235
322,5890,2110807926,10.5034/inquiryjrnl_40.3.235
323,5891,2504468089,10.1177/0734371X9301300103
324,5891,2662592014,10.1177/0734371X9301300103
325,5891,2579001586,10.1177/0734371X9301300103
326,5892,2133750236,10.1177/1532673X7600400103
327,5893,2660188397,10.1177/0010414000033009004
328,5894,2154513401,10.1177/0164027599212008
329,5894,2117712773,10.1177/0164027599212008
330,5894,2167097393,10.1177/0164027599212008
331,5895,2168401364,10.1177/0192512100214006
332,5895,1991032955,10.1177/0192512100214006
333,5895,2037782925,10.1177/0192512100214006
334,5896,2106116643,10.1177/0192513X02023003004
335,5897,92874831,10.1177/003232927100200102
336,5898,2091401114,10.1177/0022343300037001001
337,5899,2717129577,10.1177/0022343399036002005
338,5900,2123940098,10.1177/0146167299025003010
339,5900,2918397997,10.1177/0146167299025003010
340,5901,2245136901,10.1177/073889429601500103
341,5902,2129703391,10.1177/002204260303300105
342,5902,2166301365,10.1177/002204260303300105
343,5903,2615059865,10.1177/0049124102031001001
344,5904,2780960701,10.3818/JRP.3.1.2001.97
345,5904,2097373119,10.3818/JRP.3.1.2001.97
346,5904,2623787871,10.3818/JRP.3.1.2001.97
347,5904,2440208712,10.3818/JRP.3.1.2001.97
348,5905,2299488812,10.1177/026921639400800403
349,5905,2472664475,10.1177/026921639400800403
350,5906,92584276,10.1177/0093854802029001004
351,5906,2130794779,10.1177/0093854802029001004
352,5906,2362508034,10.1177/0093854802029001004
353,5906,2236411152,10.1177/0093854802029001004
354,5907,1502189955,10.1177/1532673X7400200201
355,5907,2130851479,10.1177/1532673X7400200201
356,5907,2567529307,10.1177/1532673X7400200201
357,5908,2670053930,10.1177/001112802237130
358,5908,2097102910,10.1177/001112802237130
359,5909,96519279,10.1007/BF02689994
360,5909,2140569186,10.1007/BF02689994
361,5910,2893516744,10.1177/106591299705000307
362,5910,2124527607,10.1177/106591299705000307
363,5910,2629476027,10.1177/106591299705000307
364,5911,2810265967,10.1177/1532673X8801600102
365,5912,2779277427,10.1177/0306624X9503900108
366,5913,2104781278,10.1177/0010414000033001001
367,5913,2188386334,10.1177/0010414000033001001
368,5914,1998786348,10.1177/0022427803257306
369,5914,2777885574,10.1177/0022427803257306
370,5915,2462169583,10.1177/1532673X8000800403
371,5915,2325414147,10.1177/1532673X8000800403
372,5916,2147720164,10.1007/BF02701737
373,5916,223460195,10.1007/BF02701737
374,5916,2131209287,10.1007/BF02701737
375,5917,103753798,10.1177/0095798401027002001
376,5918,2118641630,10.1177/1532673X9802600404
377,5918,2059781876,10.1177/1532673X9802600404
378,5918,2050484557,10.1177/1532673X9802600404
379,5919,59097973,10.1177/089124249901300402
380,5920,59097973,10.1080/00420980220119499
381,5920,2569876581,10.1080/00420980220119499
382,5921,1920061433,10.1177/00220345870660061801
383,5921,2126226105,10.1177/00220345870660061801
384,5921,2711281429,10.1177/00220345870660061801
385,5922,2196295304,10.1177/1532673X7900700401
386,5923,2196295304,10.1177/1532673X8000800103
387,5923,2108984538,10.1177/1532673X8000800103
388,5924,733245044,10.1177/1532673X7600400404
389,5924,2158800300,10.1177/1532673X7600400404
390,5925,2304236514,10.1177/002193479702700403
391,5926,2125462617,10.1177/1532673X9802600301
392,5926,2142072359,10.1177/1532673X9802600301
393,5926,2120791451,10.1177/1532673X9802600301
394,5927,2142072359,10.1177/1532673X99027004001
395,5927,2049155569,10.1177/1532673X99027004001
396,5928,2025648600,10.1177/0730888401028001004
397,5928,2106604209,10.1177/0730888401028001004
398,5929,2294585438,10.1177/002234338802500104
399,5929,2123716653,10.1177/002234338802500104
400,5930,19500466,10.1177/1532673X8001800206
401,5931,2079860896,10.2190/BRRQ-W96E-UGJN-GA9R
402,5931,2097165638,10.2190/BRRQ-W96E-UGJN-GA9R
403,5932,2149039628,10.1007/BF02689983
404,5933,2639481942,10.1177/1465116503004002001
405,5934,2128474038,10.1177/1532673X9602400303
406,5934,2343026549,10.1177/1532673X9602400303
407,5935,98098824,10.1177/0042085902238685
408,5936,2172280650,10.1007/BF02689909
409,5936,2397194236,10.1007/BF02689909
410,5936,2230280416,10.1007/BF02689909
411,5937,2472332998,10.1177/0730888401028003004
412,5938,1996824516,10.1177/073889429601500203
413,5938,2118380050,10.1177/073889429601500203
414,5938,2570590221,10.1177/073889429601500203
415,5940,267665865,10.1177/0730888403251683
416,5941,2495424598,10.1177/106342669900700402
417,5941,2130555248,10.1177/106342669900700402
418,5941,2799708614,10.1177/106342669900700402
419,5941,380002796,10.1177/106342669900700402
420,5942,1953160595,10.1177/073346489401300403
421,5942,1894820592,10.1177/073346489401300403
422,5943,2111506206,10.5034/inquiryjrnl_39.2.101
423,5943,2598751225,10.5034/inquiryjrnl_39.2.101
424,5943,2643636421,10.5034/inquiryjrnl_39.2.101
425,5943,2789235698,10.5034/inquiryjrnl_39.2.101
426,5944,2157808498,10.1177/1532673X9202000301
427,5944,2141801953,10.1177/1532673X9202000301
428,5945,2338185656,10.1177/019251302237296
429,5945,229077912,10.1177/019251302237296
430,5946,2701310294,10.1177/002200202236168
431,5947,2307124382,10.1177/1532673X8401200201
432,5947,2046196900,10.1177/1532673X8401200201
433,5947,2314502472,10.1177/1532673X8401200201
434,5948,2115518164,10.1177/1532673X7500300303
435,5948,2136443144,10.1177/1532673X7500300303
436,5948,2780733224,10.1177/1532673X7500300303
437,5949,2072274999,10.1177/0022427803256229
438,5950,2688323020,10.1177/1532673X8401200304
439,5951,2781246015,10.1177/002200277602000306
440,5952,2650024782,10.1177/002242788001700102
441,5952,2341928416,10.1177/002242788001700102
442,5952,2716551895,10.1177/002242788001700102
443,5953,1973925284,10.1177/0306624X03251124
444,5954,2776876220,10.1177/026975809800500201
445,5954,1263104498,10.1177/026975809800500201
446,5955,2701980431,10.1080/0042098985104
447,5956,2712611393,10.1177/1532673X9802600302
448,5957,2133705830,10.1177/053901847101000205
449,5957,1863255965,10.1177/053901847101000205
450,5958,45600346,10.1177/073346480102000103
451,5958,322251077,10.1177/073346480102000103
452,5959,2141854264,10.1177/0010414001034006001
453,5959,2147906265,10.1177/0010414001034006001
454,5960,1208568554,10.1177/0022427803256094
455,5960,338862587,10.1177/0022427803256094
456,5960,2129340969,10.1177/0022427803256094
457,5960,2623787871,10.1177/0022427803256094
458,5960,1122408346,10.1177/0022427803256094
459,5961,397487152,10.1177/002242788302000203
460,5962,2161324597,10.1177/10780879922184194
461,5962,2096127375,10.1177/10780879922184194
462,5963,2602062789,10.1177/002242788001700208
463,5963,249296525,10.1177/002242788001700208
464,5964,1839883304,10.1177/0193841X0102500102
465,5965,2134232093,10.1177/1532673X7900700208
466,5965,2153022165,10.1177/1532673X7900700208
467,5966,1735573411,10.1177/0022002702239509
468,5966,2152960563,10.1177/0022002702239509
469,5967,112421670,10.1177/002234338802500202
470,5968,2280682188,10.1177/1088767903256528
471,5968,1450458074,10.1177/1088767903256528
472,5969,1254748277,10.1177/0022343399036001001
473,5969,2097418850,10.1177/0022343399036001001
474,5970,1664263516,10.2190/XQXR-UTGP-WA8X-9FQJ
475,5970,2162591906,10.2190/XQXR-UTGP-WA8X-9FQJ
476,5971,61214194,10.1177/1532673X9001800404
477,5972,2101867638,10.1177/0192513X02023005002
478,5972,229077912,10.1177/0192513X02023005002
479,5973,1284102001,10.1177/1532673X7600400205
480,5974,2582848578,10.1177/002193477600700103
481,5974,2323503004,10.1177/002193477600700103
482,5975,1767885465,10.1177/089826430001200306
483,5975,2105611494,10.1177/089826430001200306
484,5975,2099272731,10.1177/089826430001200306
485,5975,2023545173,10.1177/089826430001200306
486,5975,2068169006,10.1177/089826430001200306
487,5976,2218622312,10.1177/002200278102500101
488,5976,2021072268,10.1177/002200278102500101
489,5977,1968414215,10.1177/1532673X9202000101
490,5977,2173109831,10.1177/1532673X9202000101
491,5977,81257612,10.1177/1532673X9202000101
492,5978,2651457724,10.1177/073346488500400105
493,5978,2577935267,10.1177/073346488500400105
494,5979,2550443525,10.1177/1532673X01029006006
495,5980,2148895238,10.1177/002204260303300110
496,5981,2199457147,10.1177/1532673X8901700304
497,5982,2199457147,10.1177/1532673X9202000303
498,5983,2338678876,10.1177/000271628145500113
499,5983,2134971289,10.1177/000271628145500113
500,5984,2136296979,10.5034/inquiryjrnl_38.3.331
501,5984,2187307562,10.5034/inquiryjrnl_38.3.331
502,5985,2121772249,10.1177/108876702237343
503,5985,2592125483,10.1177/108876702237343
504,5985,2085106734,10.1177/108876702237343
505,5985,2734924965,10.1177/108876702237343
506,5985,2426372601,10.1177/108876702237343
507,5986,2790210567,10.1177/073088848100800302
508,5986,2122143970,10.1177/073088848100800302
509,5987,41947326,10.1177/0022427803256077
510,5987,2149086095,10.1177/0022427803256077
511,5987,2151385213,10.1177/0022427803256077
512,5988,2335810280,10.1177/1532673X8701500101
513,5989,2129340969,10.1177/001112802237131
514,5990,2124522352,10.1080/00420988120080341
515,5991,2120734407,10.1177/1532673X8000800204
516,5992,2273057079,10.1177/1532673X7800600402
517,5992,1705638071,10.1177/1532673X7800600402
518,5993,2097443085,10.1177/088740348700200402
519,5993,2270281375,10.1177/088740348700200402
520,5994,2345568976,10.1177/0192513X02023004003
521,5994,2160355157,10.1177/0192513X02023004003
522,5994,261109759,10.1177/0192513X02023004003
523,5994,318286905,10.1177/0192513X02023004003
524,5995,2014447205,10.1007/s12114-997-1001-5
525,5996,2343880602,10.1177/1532673X00028003005
526,5996,2778650530,10.1177/1532673X00028003005
527,5997,2264464209,10.1177/0730888499026004005
528,5998,2778132627,10.1177/0193841X9201600306
529,5998,2781304991,10.1177/0193841X9201600306
530,5999,2293037537,10.1177/1088767902006003004
531,5999,2219214234,10.1177/1088767902006003004
532,6000,2311089870,10.1177/109861119900200401
533,6000,2293144358,10.1177/109861119900200401
534,6000,2162032886,10.1177/109861119900200401
535,6001,2627149888,10.1177/1532673X7800600407
536,6001,2131953111,10.1177/1532673X7800600407
537,6002,2166720431,10.1080/00420988320080781
538,6002,2888100311,10.1080/00420988320080781
539,6003,2163491033,10.3818/JRP.1.2.1999.61
540,6003,273310200,10.3818/JRP.1.2.1999.61
541,6003,2427137014,10.3818/JRP.1.2.1999.61
542,6004,2080523099,10.1111/1471-6402.t01-2-00004
543,6004,229077912,10.1111/1471-6402.t01-2-00004
544,6005,2485787172,10.1177/002204260103100406
545,6005,2688540685,10.1177/002204260103100406
546,6006,2495922614,10.1080/713703875
547,6007,2567520793,10.1177/0192513X02023005004
548,6008,2232707039,10.1007/BF02717261
549,6008,2176017005,10.1007/BF02717261
550,6009,2250834593,10.1177/002234336700400301
551,6009,2559007375,10.1177/002234336700400301
552,6010,2042143305,10.1177/004728759803700208
553,6011,202501765,10.1177/0010414002035002004
554,6012,2001878491,10.1177/0095798499025002005
555,6013,2674916000,10.1177/1532673X9402200106
556,6014,2119309986,10.1177/1532673X9202000404
557,6015,2240257968,10.1177/0049124102030004003
558,6015,346006435,10.1177/0049124102030004003
559,6015,2723003984,10.1177/0049124102030004003
560,6015,2725213269,10.1177/0049124102030004003
561,6016,2376690373,10.1177/002200277101500306
562,6016,2125259806,10.1177/002200277101500306
563,6017,2039989344,10.1177/0022002703252980
564,6018,2142189645,10.1177/0022343301038005001
565,6019,2066379768,10.1177/0022343399036006003
566,6019,2638452900,10.1177/0022343399036006003
567,6020,2499589021,10.1177/0042085999343003
568,6020,2171741235,10.1177/0042085999343003
569,6020,2126357065,10.1177/0042085999343003
570,6021,2183406481,10.3102/00028312038004981
571,6021,1726261901,10.3102/00028312038004981
572,6021,2130131436,10.3102/00028312038004981
573,6022,2124754847,10.1177/109114219602400207
574,6022,2907028273,10.1177/109114219602400207
575,6023,2667431156,10.1177/107808747801400202
576,6024,341471378,10.1177/002234337701400205
577,6025,2136291153,10.1177/109019819802500606
578,6025,253782572,10.1177/109019819802500606
579,6025,2230788132,10.1177/109019819802500606
580,6026,2050076545,10.1177/0022343302039002001
581,6027,155669708,10.1177/002200277501900404
582,6028,2107797968,10.1177/135406880391003
583,6029,2620470189,10.1177/1532673X7800600405
584,6029,2108207668,10.1177/1532673X7800600405
585,6030,2167306291,10.1007/BF02910814
586,6030,2157165952,10.1007/BF02910814
587,6031,2268636558,10.1177/0022343399036004003
588,6031,2303914535,10.1177/0022343399036004003
589,6032,2166399601,10.1111/1467-9248.00166
590,6033,2127596112,10.1177/0739986300222003
591,6033,2781242906,10.1177/0739986300222003
592,6034,2251578404,10.1177/0022343302039001001
593,6034,2508539197,10.1177/0022343302039001001
594,6034,2131517531,10.1177/0022343302039001001
595,6035,2579217083,10.1177/0193841X8400800103
596,6035,2314185081,10.1177/0193841X8400800103
597,6035,2308746282,10.1177/0193841X8400800103
598,6036,2167604973,10.1088/0963-6625/11/2/305
599,6036,2162406612,10.1088/0963-6625/11/2/305
600,6037,2233458834,10.1177/002242780203900302
601,6037,2646150130,10.1177/002242780203900302
602,6038,2106173756,10.1177/002193479502500308
603,6038,1866428378,10.1177/002193479502500308
604,6038,2165884952,10.1177/002193479502500308
