,PaperId,publication_id,FieldOfStudyId,NormalizedName,PaperCount,pub_date,title,Doi
15,2106231056,3061,169900460,cognition,615810,2002-01-01,Cognitive functioning of long-term heavy cannabis users seeking treatment,10.1001/jama.287.9.1123
16,2106231056,3061,2780566141,cognitive disorder,14878,2002-01-01,Cognitive functioning of long-term heavy cannabis users seeking treatment,10.1001/jama.287.9.1123
17,2106231056,3061,134290984,cognitive skill,23372,2002-01-01,Cognitive functioning of long-term heavy cannabis users seeking treatment,10.1001/jama.287.9.1123
18,2039034380,1443,2909892794,catheter cuffs,126,2010-01-01,The impact of differences in methodology and population characteristics on the prevalence of hypertension in US Adults in 1976-1980 and 1999-2002,10.1038/ajh.2010.40
19,2039034380,1443,71924100,medicine,27411731,2010-01-01,The impact of differences in methodology and population characteristics on the prevalence of hypertension in US Adults in 1976-1980 and 1999-2002,10.1038/ajh.2010.40
20,2039034380,1443,555293320,diabetes mellitus,4563348,2010-01-01,The impact of differences in methodology and population characteristics on the prevalence of hypertension in US Adults in 1976-1980 and 1999-2002,10.1038/ajh.2010.40
21,2039034380,1443,126322002,internal medicine,7903747,2010-01-01,The impact of differences in methodology and population characteristics on the prevalence of hypertension in US Adults in 1976-1980 and 1999-2002,10.1038/ajh.2010.40
22,2039034380,1443,142052008,cross sectional study,119886,2010-01-01,The impact of differences in methodology and population characteristics on the prevalence of hypertension in US Adults in 1976-1980 and 1999-2002,10.1038/ajh.2010.40
23,2039034380,1443,2779874844,national health and nutrition examination survey,13102,2010-01-01,The impact of differences in methodology and population characteristics on the prevalence of hypertension in US Adults in 1976-1980 and 1999-2002,10.1038/ajh.2010.40
24,2039034380,1443,194828623,emergency medicine,577259,2010-01-01,The impact of differences in methodology and population characteristics on the prevalence of hypertension in US Adults in 1976-1980 and 1999-2002,10.1038/ajh.2010.40
25,2039034380,1443,141071460,surgery,5180225,2010-01-01,The impact of differences in methodology and population characteristics on the prevalence of hypertension in US Adults in 1976-1980 and 1999-2002,10.1038/ajh.2010.40
26,2039034380,1443,107130276,epidemiology,409909,2010-01-01,The impact of differences in methodology and population characteristics on the prevalence of hypertension in US Adults in 1976-1980 and 1999-2002,10.1038/ajh.2010.40
27,2039034380,1443,164705383,cardiology,2256750,2010-01-01,The impact of differences in methodology and population characteristics on the prevalence of hypertension in US Adults in 1976-1980 and 1999-2002,10.1038/ajh.2010.40
28,2039034380,1443,2780221984,body mass index,168709,2010-01-01,The impact of differences in methodology and population characteristics on the prevalence of hypertension in US Adults in 1976-1980 and 1999-2002,10.1038/ajh.2010.40
29,2039034380,1443,2908647359,population,2629539,2010-01-01,The impact of differences in methodology and population characteristics on the prevalence of hypertension in US Adults in 1976-1980 and 1999-2002,10.1038/ajh.2010.40
30,2039034380,1443,84393581,blood pressure,349016,2010-01-01,The impact of differences in methodology and population characteristics on the prevalence of hypertension in US Adults in 1976-1980 and 1999-2002,10.1038/ajh.2010.40
31,2029957476,640,71924100,medicine,27411731,2000-01-01,Body mass index and the prevalence of hypertension and dyslipidemia,10.1038/oby.2000.79
32,2029957476,640,555293320,diabetes mellitus,4563348,2000-01-01,Body mass index and the prevalence of hypertension and dyslipidemia,10.1038/oby.2000.79
33,2029957476,640,126322002,internal medicine,7903747,2000-01-01,Body mass index and the prevalence of hypertension and dyslipidemia,10.1038/oby.2000.79
34,2029957476,640,2780586474,overweight,88183,2000-01-01,Body mass index and the prevalence of hypertension and dyslipidemia,10.1038/oby.2000.79
35,2029957476,640,134018914,endocrinology,4283296,2000-01-01,Body mass index and the prevalence of hypertension and dyslipidemia,10.1038/oby.2000.79
36,2029957476,640,2778096610,dyslipidemia,30548,2000-01-01,Body mass index and the prevalence of hypertension and dyslipidemia,10.1038/oby.2000.79
37,2029957476,640,2779874844,national health and nutrition examination survey,13102,2000-01-01,Body mass index and the prevalence of hypertension and dyslipidemia,10.1038/oby.2000.79
38,2029957476,640,511355011,obesity,257549,2000-01-01,Body mass index and the prevalence of hypertension and dyslipidemia,10.1038/oby.2000.79
39,2029957476,640,2780221984,body mass index,168709,2000-01-01,Body mass index and the prevalence of hypertension and dyslipidemia,10.1038/oby.2000.79
40,2029957476,640,2908647359,population,2629539,2000-01-01,Body mass index and the prevalence of hypertension and dyslipidemia,10.1038/oby.2000.79
41,2029957476,640,84393581,blood pressure,349016,2000-01-01,Body mass index and the prevalence of hypertension and dyslipidemia,10.1038/oby.2000.79
42,2083124104,1401,71924100,medicine,27411731,2010-01-01,Weight status continuity and change from adolescence to young adulthood: Examining disease and health risk conditions,10.1038/oby.2009.365
43,2083124104,1401,2779134260,disease,1331538,2010-01-01,Weight status continuity and change from adolescence to young adulthood: Examining disease and health risk conditions,10.1038/oby.2009.365
44,2083124104,1401,2777767895,age of onset,23869,2010-01-01,Weight status continuity and change from adolescence to young adulthood: Examining disease and health risk conditions,10.1038/oby.2009.365
45,2083124104,1401,126322002,internal medicine,7903747,2010-01-01,Weight status continuity and change from adolescence to young adulthood: Examining disease and health risk conditions,10.1038/oby.2009.365
46,2083124104,1401,134018914,endocrinology,4283296,2010-01-01,Weight status continuity and change from adolescence to young adulthood: Examining disease and health risk conditions,10.1038/oby.2009.365
47,2083124104,1401,2777895361,longitudinal study,76813,2010-01-01,Weight status continuity and change from adolescence to young adulthood: Examining disease and health risk conditions,10.1038/oby.2009.365
48,2083124104,1401,2779073485,high cholesterol,5998,2010-01-01,Weight status continuity and change from adolescence to young adulthood: Examining disease and health risk conditions,10.1038/oby.2009.365
49,2083124104,1401,2778063736,adolescent health,10298,2010-01-01,Weight status continuity and change from adolescence to young adulthood: Examining disease and health risk conditions,10.1038/oby.2009.365
50,2083124104,1401,205545832,young adult,166418,2010-01-01,Weight status continuity and change from adolescence to young adulthood: Examining disease and health risk conditions,10.1038/oby.2009.365
51,2083124104,1401,138816342,public health,510812,2010-01-01,Weight status continuity and change from adolescence to young adulthood: Examining disease and health risk conditions,10.1038/oby.2009.365
52,2083124104,1401,511355011,obesity,257549,2010-01-01,Weight status continuity and change from adolescence to young adulthood: Examining disease and health risk conditions,10.1038/oby.2009.365
53,2075585088,4779,126537357,hue,20927,2015-01-01,Hue Contrast and the Sense of Space,10.1068/i0701
54,2075585088,4779,154945302,artificial intelligence,4211861,2015-01-01,Hue Contrast and the Sense of Space,10.1068/i0701
55,2075585088,4779,15744967,psychology,7227301,2015-01-01,Hue Contrast and the Sense of Space,10.1068/i0701
56,2075585088,4779,31972630,computer vision,2024838,2015-01-01,Hue Contrast and the Sense of Space,10.1068/i0701
57,2075585088,4779,52672216,depth perception,6395,2015-01-01,Hue Contrast and the Sense of Space,10.1068/i0701
58,2075585088,4779,2775922572,gist,10954,2015-01-01,Hue Contrast and the Sense of Space,10.1068/i0701
59,2075585088,4779,125245961,brightness,134157,2015-01-01,Hue Contrast and the Sense of Space,10.1068/i0701
60,2039617691,586,71924100,medicine,27411731,2011-01-01,The effects of discrimination and acculturation to service seeking satisfaction for Latina and Asian American women: Implications for mental health professions,10.1080/10911350903341077
61,2039617691,586,134362201,mental health,316185,2011-01-01,The effects of discrimination and acculturation to service seeking satisfaction for Latina and Asian American women: Implications for mental health professions,10.1080/10911350903341077
62,2039617691,586,160735492,health care,735119,2011-01-01,The effects of discrimination and acculturation to service seeking satisfaction for Latina and Asian American women: Implications for mental health professions,10.1080/10911350903341077
63,2039617691,586,2250968,health equity,31823,2011-01-01,The effects of discrimination and acculturation to service seeking satisfaction for Latina and Asian American women: Implications for mental health professions,10.1080/10911350903341077
64,2039617691,586,159110408,nursing,1462061,2011-01-01,The effects of discrimination and acculturation to service seeking satisfaction for Latina and Asian American women: Implications for mental health professions,10.1080/10911350903341077
65,2039617691,586,113807197,health education,140112,2011-01-01,The effects of discrimination and acculturation to service seeking satisfaction for Latina and Asian American women: Implications for mental health professions,10.1080/10911350903341077
66,2039617691,586,74909509,gerontology,542821,2011-01-01,The effects of discrimination and acculturation to service seeking satisfaction for Latina and Asian American women: Implications for mental health professions,10.1080/10911350903341077
67,2039617691,586,2775944032,patient satisfaction,49615,2011-01-01,The effects of discrimination and acculturation to service seeking satisfaction for Latina and Asian American women: Implications for mental health professions,10.1080/10911350903341077
68,2039617691,586,105538184,middle eastern mental health issues syndromes,3244,2011-01-01,The effects of discrimination and acculturation to service seeking satisfaction for Latina and Asian American women: Implications for mental health professions,10.1080/10911350903341077
69,2039617691,586,104977270,race and health,3448,2011-01-01,The effects of discrimination and acculturation to service seeking satisfaction for Latina and Asian American women: Implications for mental health professions,10.1080/10911350903341077
70,2039617691,586,2908647359,population,2629539,2011-01-01,The effects of discrimination and acculturation to service seeking satisfaction for Latina and Asian American women: Implications for mental health professions,10.1080/10911350903341077
71,2058242293,3040,71924100,medicine,27411731,1993-01-01,"Gravidity, blood pressure, and hypertension among white women in the Second National Health and Nutrition Examination Survey",10.1097/00001648-199307000-00005
72,2058242293,3040,29456083,gynecology,823240,1993-01-01,"Gravidity, blood pressure, and hypertension among white women in the Second National Health and Nutrition Examination Survey",10.1097/00001648-199307000-00005
73,2058242293,3040,1862650,physical therapy,2408956,1993-01-01,"Gravidity, blood pressure, and hypertension among white women in the Second National Health and Nutrition Examination Survey",10.1097/00001648-199307000-00005
74,2058242293,3040,2779874844,national health and nutrition examination survey,13102,1993-01-01,"Gravidity, blood pressure, and hypertension among white women in the Second National Health and Nutrition Examination Survey",10.1097/00001648-199307000-00005
75,2058242293,3040,84393581,blood pressure,349016,1993-01-01,"Gravidity, blood pressure, and hypertension among white women in the Second National Health and Nutrition Examination Survey",10.1097/00001648-199307000-00005
76,1986943575,1533,71924100,medicine,27411731,2008-01-01,Prevalence of high-risk human papillomavirus among older women,10.1097/AOG.0b013e31818b0df2
77,1986943575,1533,131872663,obstetrics,620722,2008-01-01,Prevalence of high-risk human papillomavirus among older women,10.1097/AOG.0b013e31818b0df2
78,1986943575,1533,555293320,diabetes mellitus,4563348,2008-01-01,Prevalence of high-risk human papillomavirus among older women,10.1097/AOG.0b013e31818b0df2
79,1986943575,1533,126322002,internal medicine,7903747,2008-01-01,Prevalence of high-risk human papillomavirus among older women,10.1097/AOG.0b013e31818b0df2
80,1986943575,1533,142052008,cross sectional study,119886,2008-01-01,Prevalence of high-risk human papillomavirus among older women,10.1097/AOG.0b013e31818b0df2
81,1986943575,1533,29456083,gynecology,823240,2008-01-01,Prevalence of high-risk human papillomavirus among older women,10.1097/AOG.0b013e31818b0df2
82,1986943575,1533,2909664227,alphapapillomavirus,248,2008-01-01,Prevalence of high-risk human papillomavirus among older women,10.1097/AOG.0b013e31818b0df2
83,1986943575,1533,107130276,epidemiology,409909,2008-01-01,Prevalence of high-risk human papillomavirus among older women,10.1097/AOG.0b013e31818b0df2
84,1986943575,1533,2909132733,papovaviridae,1170,2008-01-01,Prevalence of high-risk human papillomavirus among older women,10.1097/AOG.0b013e31818b0df2
85,1986943575,1533,2522874641,virus,478933,2008-01-01,Prevalence of high-risk human papillomavirus among older women,10.1097/AOG.0b013e31818b0df2
86,2017153096,1832,71924100,medicine,27411731,2007-01-01,"The prevalence of bacterial vaginosis in the United States, 2001-2004: Associations with symptoms, sexual behaviors, and reproductive health",10.1097/OLQ.0b013e318074e565
87,2017153096,1832,2909760446,sexually transmitted disease,22528,2007-01-01,"The prevalence of bacterial vaginosis in the United States, 2001-2004: Associations with symptoms, sexual behaviors, and reproductive health",10.1097/OLQ.0b013e318074e565
88,2017153096,1832,2777510596,nugent score,355,2007-01-01,"The prevalence of bacterial vaginosis in the United States, 2001-2004: Associations with symptoms, sexual behaviors, and reproductive health",10.1097/OLQ.0b013e318074e565
89,2017153096,1832,2779952448,bacterial vaginosis,6431,2007-01-01,"The prevalence of bacterial vaginosis in the United States, 2001-2004: Associations with symptoms, sexual behaviors, and reproductive health",10.1097/OLQ.0b013e318074e565
90,2017153096,1832,2781117496,atopobium vaginae,248,2007-01-01,"The prevalence of bacterial vaginosis in the United States, 2001-2004: Associations with symptoms, sexual behaviors, and reproductive health",10.1097/OLQ.0b013e318074e565
91,2017153096,1832,29456083,gynecology,823240,2007-01-01,"The prevalence of bacterial vaginosis in the United States, 2001-2004: Associations with symptoms, sexual behaviors, and reproductive health",10.1097/OLQ.0b013e318074e565
92,2017153096,1832,2779234561,pregnancy,483100,2007-01-01,"The prevalence of bacterial vaginosis in the United States, 2001-2004: Associations with symptoms, sexual behaviors, and reproductive health",10.1097/OLQ.0b013e318074e565
93,2017153096,1832,2777700855,vaginal disease,3047,2007-01-01,"The prevalence of bacterial vaginosis in the United States, 2001-2004: Associations with symptoms, sexual behaviors, and reproductive health",10.1097/OLQ.0b013e318074e565
94,2017153096,1832,121752807,reproductive health,48948,2007-01-01,"The prevalence of bacterial vaginosis in the United States, 2001-2004: Associations with symptoms, sexual behaviors, and reproductive health",10.1097/OLQ.0b013e318074e565
95,2017153096,1832,107130276,epidemiology,409909,2007-01-01,"The prevalence of bacterial vaginosis in the United States, 2001-2004: Associations with symptoms, sexual behaviors, and reproductive health",10.1097/OLQ.0b013e318074e565
96,2117171877,4074,71924100,medicine,27411731,2014-12-04,Peripapillary retinal nerve fibre layer thickness in women with iron deficiency anaemia,10.1177/0300060514555562
97,2117171877,4074,2780827179,retinal,85832,2014-12-04,Peripapillary retinal nerve fibre layer thickness in women with iron deficiency anaemia,10.1177/0300060514555562
98,2117171877,4074,2778818243,optical coherence tomography,42979,2014-12-04,Peripapillary retinal nerve fibre layer thickness in women with iron deficiency anaemia,10.1177/0300060514555562
99,2117171877,4074,555293320,diabetes mellitus,4563348,2014-12-04,Peripapillary retinal nerve fibre layer thickness in women with iron deficiency anaemia,10.1177/0300060514555562
100,2117171877,4074,2910804505,nerve fibre layer,622,2014-12-04,Peripapillary retinal nerve fibre layer thickness in women with iron deficiency anaemia,10.1177/0300060514555562
101,2117171877,4074,2778319317,ferritin,24939,2014-12-04,Peripapillary retinal nerve fibre layer thickness in women with iron deficiency anaemia,10.1177/0300060514555562
102,2117171877,4074,2781058662,mean corpuscular volume,5210,2014-12-04,Peripapillary retinal nerve fibre layer thickness in women with iron deficiency anaemia,10.1177/0300060514555562
103,2117171877,4074,2779875672,serum iron,7073,2014-12-04,Peripapillary retinal nerve fibre layer thickness in women with iron deficiency anaemia,10.1177/0300060514555562
104,2117171877,4074,118487528,ophthalmology,385185,2014-12-04,Peripapillary retinal nerve fibre layer thickness in women with iron deficiency anaemia,10.1177/0300060514555562
105,2117171877,4074,141071460,surgery,5180225,2014-12-04,Peripapillary retinal nerve fibre layer thickness in women with iron deficiency anaemia,10.1177/0300060514555562
106,2117171877,4074,2909907187,ophthalmic examination,1150,2014-12-04,Peripapillary retinal nerve fibre layer thickness in women with iron deficiency anaemia,10.1177/0300060514555562
107,2117171877,4074,42219234,anesthesia,2002419,2014-12-04,Peripapillary retinal nerve fibre layer thickness in women with iron deficiency anaemia,10.1177/0300060514555562
108,2139461171,5384,33191230,face validity,4336,2011-08-30,Development and Psychometric Evaluation of a New Instrument for Measuring           Sleep Length and Television and Computer Habits of Swedish School-Age           Children,10.1177/1059840511420878
109,2139461171,5384,71924100,medicine,27411731,2011-08-30,Development and Psychometric Evaluation of a New Instrument for Measuring           Sleep Length and Television and Computer Habits of Swedish School-Age           Children,10.1177/1059840511420878
110,2139461171,5384,171606756,psychometrics,57974,2011-08-30,Development and Psychometric Evaluation of a New Instrument for Measuring           Sleep Length and Television and Computer Habits of Swedish School-Age           Children,10.1177/1059840511420878
111,2139461171,5384,160735492,health care,735119,2011-08-30,Development and Psychometric Evaluation of a New Instrument for Measuring           Sleep Length and Television and Computer Habits of Swedish School-Age           Children,10.1177/1059840511420878
112,2139461171,5384,58916136,content validity,13272,2011-08-30,Development and Psychometric Evaluation of a New Instrument for Measuring           Sleep Length and Television and Computer Habits of Swedish School-Age           Children,10.1177/1059840511420878
113,2139461171,5384,2778537899,bedtime,4991,2011-08-30,Development and Psychometric Evaluation of a New Instrument for Measuring           Sleep Length and Television and Computer Habits of Swedish School-Age           Children,10.1177/1059840511420878
114,2139461171,5384,1862650,physical therapy,2408956,2011-08-30,Development and Psychometric Evaluation of a New Instrument for Measuring           Sleep Length and Television and Computer Habits of Swedish School-Age           Children,10.1177/1059840511420878
115,2139461171,5384,49453240,construct validity,33703,2011-08-30,Development and Psychometric Evaluation of a New Instrument for Measuring           Sleep Length and Television and Computer Habits of Swedish School-Age           Children,10.1177/1059840511420878
116,2139461171,5384,2778205975,polysomnography,19526,2011-08-30,Development and Psychometric Evaluation of a New Instrument for Measuring           Sleep Length and Television and Computer Habits of Swedish School-Age           Children,10.1177/1059840511420878
117,2212661682,3599,77805123,social psychology,1946754,2013-01-01,"Male Partner Selectivity, Romantic Confidence, and Media Depictions of Partner Scarcity",10.1177/147470491301100104
118,2212661682,3599,2779103072,masculinity,35877,2013-01-01,"Male Partner Selectivity, Romantic Confidence, and Media Depictions of Partner Scarcity",10.1177/147470491301100104
119,2212661682,3599,138368954,peer review,35068,2013-01-01,"Male Partner Selectivity, Romantic Confidence, and Media Depictions of Partner Scarcity",10.1177/147470491301100104
120,2212661682,3599,109747225,scarcity,31622,2013-01-01,"Male Partner Selectivity, Romantic Confidence, and Media Depictions of Partner Scarcity",10.1177/147470491301100104
121,2212661682,3599,15744967,psychology,7227301,2013-01-01,"Male Partner Selectivity, Romantic Confidence, and Media Depictions of Partner Scarcity",10.1177/147470491301100104
122,2212661682,3599,518914266,romance,72625,2013-01-01,"Male Partner Selectivity, Romantic Confidence, and Media Depictions of Partner Scarcity",10.1177/147470491301100104
123,2212661682,3599,31173074,attractiveness,26981,2013-01-01,"Male Partner Selectivity, Romantic Confidence, and Media Depictions of Partner Scarcity",10.1177/147470491301100104
124,2212661682,3599,199033989,narrative,321356,2013-01-01,"Male Partner Selectivity, Romantic Confidence, and Media Depictions of Partner Scarcity",10.1177/147470491301100104
125,2212661682,3599,158071213,ideology,268755,2013-01-01,"Male Partner Selectivity, Romantic Confidence, and Media Depictions of Partner Scarcity",10.1177/147470491301100104
126,2254456704,4116,77805123,social psychology,1946754,2013-07-01,The Biological Roots of Aesthetics and Art,10.1177/147470491301100316
127,2254456704,4116,67203356,reinforcement,96265,2013-07-01,The Biological Roots of Aesthetics and Art,10.1177/147470491301100316
128,2254456704,4116,2776061162,ornaments,11901,2013-07-01,The Biological Roots of Aesthetics and Art,10.1177/147470491301100316
129,2254456704,4116,15744967,psychology,7227301,2013-07-01,The Biological Roots of Aesthetics and Art,10.1177/147470491301100316
130,2254456704,4116,46312422,communication,304226,2013-07-01,The Biological Roots of Aesthetics and Art,10.1177/147470491301100316
131,2254456704,4116,75268714,natural selection,24512,2013-07-01,The Biological Roots of Aesthetics and Art,10.1177/147470491301100316
132,2254456704,4116,107038049,aesthetics,188560,2013-07-01,The Biological Roots of Aesthetics and Art,10.1177/147470491301100316
133,2528623553,5642,2779143537,critical cartography,211,2017-05-16,The urban geographical imagination in the age of Big Data,10.1177/2053951716665129
134,2528623553,5642,36289849,social science,1919590,2017-05-16,The urban geographical imagination in the age of Big Data,10.1177/2053951716665129
135,2528623553,5642,144024400,sociology,4586713,2017-05-16,The urban geographical imagination in the age of Big Data,10.1177/2053951716665129
136,2528623553,5642,2776034424,urban theory,965,2017-05-16,The urban geographical imagination in the age of Big Data,10.1177/2053951716665129
137,2528623553,5642,75684735,big data,78534,2017-05-16,The urban geographical imagination in the age of Big Data,10.1177/2053951716665129
138,2528623553,5642,127627568,sociotechnical system,8378,2017-05-16,The urban geographical imagination in the age of Big Data,10.1177/2053951716665129
139,2528623553,5642,156708679,mobilization,52745,2017-05-16,The urban geographical imagination in the age of Big Data,10.1177/2053951716665129
140,2528623553,5642,537397655,urban geography,4386,2017-05-16,The urban geographical imagination in the age of Big Data,10.1177/2053951716665129
141,2528623553,5642,2868805,imagination,119010,2017-05-16,The urban geographical imagination in the age of Big Data,10.1177/2053951716665129
142,2528623553,5642,4238864,urban density,13729,2017-05-16,The urban geographical imagination in the age of Big Data,10.1177/2053951716665129
143,1952394250,4204,77805123,social psychology,1946754,2013-11-01,Reflexivity in External Religious Leaders’ Summit Communication Sequences (2005-2012) to G8 Political Leaders,10.1177/2158244013515690
144,1952394250,4204,202510885,communication studies,19148,2013-11-01,Reflexivity in External Religious Leaders’ Summit Communication Sequences (2005-2012) to G8 Political Leaders,10.1177/2158244013515690
145,1952394250,4204,144024400,sociology,4586713,2013-11-01,Reflexivity in External Religious Leaders’ Summit Communication Sequences (2005-2012) to G8 Political Leaders,10.1177/2158244013515690
146,1952394250,4204,39389867,corporate governance,288575,2013-11-01,Reflexivity in External Religious Leaders’ Summit Communication Sequences (2005-2012) to G8 Political Leaders,10.1177/2158244013515690
147,1952394250,4204,2777075199,cosmopolitanism,10396,2013-11-01,Reflexivity in External Religious Leaders’ Summit Communication Sequences (2005-2012) to G8 Political Leaders,10.1177/2158244013515690
148,1952394250,4204,34355311,international relations,98632,2013-11-01,Reflexivity in External Religious Leaders’ Summit Communication Sequences (2005-2012) to G8 Political Leaders,10.1177/2158244013515690
149,1952394250,4204,130064352,social relation,114522,2013-11-01,Reflexivity in External Religious Leaders’ Summit Communication Sequences (2005-2012) to G8 Political Leaders,10.1177/2158244013515690
150,1952394250,4204,2776310101,global governance,11874,2013-11-01,Reflexivity in External Religious Leaders’ Summit Communication Sequences (2005-2012) to G8 Political Leaders,10.1177/2158244013515690
151,1952394250,4204,45355965,socioeconomics,648125,2013-11-01,Reflexivity in External Religious Leaders’ Summit Communication Sequences (2005-2012) to G8 Political Leaders,10.1177/2158244013515690
152,1952394250,4204,13200473,reflexivity,30377,2013-11-01,Reflexivity in External Religious Leaders’ Summit Communication Sequences (2005-2012) to G8 Political Leaders,10.1177/2158244013515690
153,1952394250,4204,2778930550,cultural capital,10292,2013-11-01,Reflexivity in External Religious Leaders’ Summit Communication Sequences (2005-2012) to G8 Political Leaders,10.1177/2158244013515690
154,2105762850,4125,77805123,social psychology,1946754,2014-01-07,Children’s Play Space and Safety Management,10.1177/2158244014522075
155,2105762850,4125,15744967,psychology,7227301,2014-01-07,Children’s Play Space and Safety Management,10.1177/2158244014522075
156,2105762850,4125,2776050585,scrutiny,32346,2014-01-07,Children’s Play Space and Safety Management,10.1177/2158244014522075
157,2105762850,4125,198783460,management system,179090,2014-01-07,Children’s Play Space and Safety Management,10.1177/2158244014522075
158,2105762850,4125,190385971,injury prevention,338174,2014-01-07,Children’s Play Space and Safety Management,10.1177/2158244014522075
159,2105762850,4125,100243477,welfare,171762,2014-01-07,Children’s Play Space and Safety Management,10.1177/2158244014522075
160,2105762850,4125,2780253743,presumption,10035,2014-01-07,Children’s Play Space and Safety Management,10.1177/2158244014522075
161,2119591307,4551,71924100,medicine,27411731,2014-08-04,Health-Related Quality of Life of Future Physicians at a Medical School in the Philippines,10.1177/2158244014545459
162,2119591307,4551,512399662,family medicine,1482798,2014-08-04,Health-Related Quality of Life of Future Physicians at a Medical School in the Philippines,10.1177/2158244014545459
163,2119591307,4551,142052008,cross sectional study,119886,2014-08-04,Health-Related Quality of Life of Future Physicians at a Medical School in the Philippines,10.1177/2158244014545459
164,2119591307,4551,143916079,burnout,32598,2014-08-04,Health-Related Quality of Life of Future Physicians at a Medical School in the Philippines,10.1177/2158244014545459
165,2119591307,4551,1039755,quality of life,293137,2014-08-04,Health-Related Quality of Life of Future Physicians at a Medical School in the Philippines,10.1177/2158244014545459
166,2119591307,4551,2779631380,beck depression inventory,13804,2014-08-04,Health-Related Quality of Life of Future Physicians at a Medical School in the Philippines,10.1177/2158244014545459
167,2119591307,4551,22953506,holmes and rahe stress scale,304,2014-08-04,Health-Related Quality of Life of Future Physicians at a Medical School in the Philippines,10.1177/2158244014545459
168,2119591307,4551,2779870332,perceived stress scale,2513,2014-08-04,Health-Related Quality of Life of Future Physicians at a Medical School in the Philippines,10.1177/2158244014545459
169,2119591307,4551,2908647359,population,2629539,2014-08-04,Health-Related Quality of Life of Future Physicians at a Medical School in the Philippines,10.1177/2158244014545459
170,2269503640,4960,15744967,psychology,7227301,2014-11-11,Informational Text and the Common Core,10.1177/2158244014555119
171,2269503640,4960,207700645,language arts,26987,2014-11-11,Informational Text and the Common Core,10.1177/2158244014555119
172,2269503640,4960,47177190,curriculum,404139,2014-11-11,Informational Text and the Common Core,10.1177/2158244014555119
173,2269503640,4960,184633998,hand coding,173,2014-11-11,Informational Text and the Common Core,10.1177/2158244014555119
174,2269503640,4960,162446236,content analysis,114017,2014-11-11,Informational Text and the Common Core,10.1177/2158244014555119
175,2269503640,4960,19417346,pedagogy,2667434,2014-11-11,Informational Text and the Common Core,10.1177/2158244014555119
176,2098525978,3353,2778692574,faith,101239,2015-04-10,"Crime-Reporting Practices Among Market Women in Oyo, Nigeria",10.1177/2158244015579940
177,2098525978,3353,2776348852,crime prevention,12579,2015-04-10,"Crime-Reporting Practices Among Market Women in Oyo, Nigeria",10.1177/2158244015579940
178,2098525978,3353,77805123,social psychology,1946754,2015-04-10,"Crime-Reporting Practices Among Market Women in Oyo, Nigeria",10.1177/2158244015579940
179,2098525978,3353,2780262971,law enforcement,51988,2015-04-10,"Crime-Reporting Practices Among Market Women in Oyo, Nigeria",10.1177/2158244015579940
180,2098525978,3353,144024400,sociology,4586713,2015-04-10,"Crime-Reporting Practices Among Market Women in Oyo, Nigeria",10.1177/2158244015579940
