,AuthorId,DisplayName,LastKnownAffiliationId,PaperCount,pdf_file_name,pub_date,publication_id,text_file_name,title,unique_identifier,Doi
32,2108482062,Mark D. Hayward,86519309.0,107,176.pdf,1997-01-01,176.0,176.txt,"Prevalence and impact of risk factors for lower body difficulty among Mexican Americans, African Americans, and Whites",10.1093/gerona/52A.2.M97,10.1093/aje/kwm121
33,2109675972,Susan Bruck,99043593.0,12,177.pdf,1984-01-01,177.0,177.txt,The performance of endarterectomy for disease of the extracranial arteries of the head,10.1161/01.STR.15.6.948,10.1111/j.1524-4733.2006.00095.x
34,2127842532,Hannah R. Day,1320320070.0,8,178.pdf,2000-01-01,178.0,178.txt,Asthma and maternal body mass index are related to pediatric body mass index and obesity: results from the Third National Health and Nutrition Examination Survey,10.1038/oby.2000.74,10.1177/0300060514561134
35,2132736362,Ernawati Mustafa Kamal,139322472.0,19,179.pdf,2000-01-01,179.0,179.txt,Is testing children for type 2 diabetes a lost battle?,10.2337/diacare.23.9.1442,10.1177/1476127017706610
36,2137254788,Zulma Ortiz,14429277.0,50,180.pdf,1996-01-01,180.0,180.txt,"Double Jeopardy, Aging as Leveler, or Persistent Health Inequality? A Longitudinal Analysis of White and Black Americans",10.1093/geronb/51B.6.S319,10.1177/1534735416643384
37,2146786378,Robert G. Morris,162577319.0,69,181.pdf,2002-01-01,181.0,181.txt,Health insurance expansions for working families: A comparison of targeting strategies,10.1377/hlthaff.21.4.246,10.1177/1753944718792420
38,2150497151,Gail A. Jensen,185443292.0,92,182.pdf,1998-01-01,182.0,182.txt,Serum folate and chronic disease risk: findings from a cohort of United States adults,10.1093/ije/27.4.592,
39,2150497151,Gail A. Jensen,185443292.0,92,183.pdf,1998-01-01,183.0,183.txt,Depressive symptoms of whites and African Americans aged 60 years and older,10.1093/geronb/53B.5.P277,10.1177/1759091415592126
40,2150810956,Jacinth Jia Xin Tan,180670191.0,10,185.pdf,1998-01-01,185.0,185.txt,"The burden of environmental tobacco smoke exposure on the respiratory health of children 2 months through 5 years of age in the United States: Third National Health and Nutrition Examination Survey, 1988 to 1994",10.1542/peds.101.2.e8,10.1177/1759313116642898
41,2150911502,Brian Karl Finch,26538001.0,67,186.pdf,1999-01-01,186.0,186.txt,"Distribution of waist-to-hip ratio, other indices of body fat distribution and obesity and associations with HDL cholesterol in children and young adults aged 4-19 years: The Third National Health and Nutrition Examination Survey",10.1038/sj.ijo.0800866,10.1177/2158244014556991
42,2158456019,Glinda S. Cooper,1302368450.0,129,187.pdf,1999-01-01,187.0,187.txt,Population-based study of social and productive activities as predictors of survival among elderly Americans,10.1136/bmj.319.7208.478,10.1177/2158244015604690
43,2161474708,Doneisha Snider,204465549.0,5,188.pdf,2000-01-01,188.0,188.txt,Diabetes and physical disability among older U.S. adults,10.2337/diacare.23.9.1272,10.1177/2158244016680855
44,2166017197,Paul W. Andrews,98251732.0,35,190.pdf,1997-01-01,190.0,190.txt,Reliability of reported age at menopause,10.1093/oxfordjournals.aje.a009353,10.1177/2158244017701527
45,2167669192,Bette Chambers,52099693.0,53,191.pdf,1998-01-01,191.0,191.txt,Social correlates of the dimensions of depression in the elderly,10.1093/geronb/53B.1.P31,10.1186/1471-2458-7-33
46,2170662139,Mi Jung Lee,193775966.0,191,195.pdf,1996-01-01,195.0,195.txt,Disentangling the disablement process,10.1093/geronb/51B.4.S173,10.1186/1747-597X-5-19
47,2199095961,Mary Eschelbach Gregson,157725225.0,3,196.pdf,1992-01-01,196.0,196.txt,Gender and race differences in the correlation between body mass and education in the 1971-1975 NHANES I,10.1136/jech.46.3.191,10.1377/hlthaff.18.2.30
48,2201027320,Julie R. Ingelfinger,136199984.0,384,197.pdf,1997-01-01,197.0,197.txt,Long-Term Determinants of Patterns of Health Insurance Coverage in the Medicare Population,10.1093/geront/37.3.314,10.2337/dc08-2326
49,2259301028,Charles M. Cleland,57206974.0,125,199.pdf,2003-01-01,199.0,199.txt,"Driving while Black: Effects of race, ethnicity, and gender on citizen self-reports of traffic stops and police actions",10.1111/j.1745-9125.2003.tb00986.x,10.3390/ijerph14111403
50,2269826034,Aisha A. Mahfouz,,3,200.pdf,1998-01-01,200.0,200.txt,The dynamics of dimensions of age-related disability 1982 to 1994 in the U.S. elderly population,10.1093/gerona/53A.1.B59,
51,2271769575,Lingyan Zhu,141649914.0,9,202.pdf,1999-01-01,202.0,202.txt,Demographic issues in medicare reform,10.1377/hlthaff.18.1.194,
52,2275879753,Adiba Icho,129604602.0,1,203.pdf,2000-01-01,203.0,203.txt,Private Long-Term Care Insurance and the Asset Protection Motive,10.1093/geront/40.5.596,10.1001/archpedi.159.7.657
53,2278945789,Mina Cikara,136199984.0,50,204.pdf,1997-01-01,204.0,204.txt,Use of medical care by African American and White older persons: comparative analysis of three national data sets,10.1093/geronb/52B.6.S325,10.1001/archpedi.159.9.824
54,2288648225,John-Okoria Ibhakewanlan,142263535.0,1,205.pdf,2000-01-01,205.0,205.txt,Pesticide exposure and creatinine variation among young children,10.1038/sj.jea.7500119,10.1001/archpsyc.63.7.824
55,2308774475,Ayano Yamaguchi,193758575.0,19,206.pdf,1997-01-01,206.0,206.txt,"Prevalence of overweight among preschool children in the United States, 1971 through 1994",10.1542/peds.99.4.e1,10.1038/sj.ijo.0801414
56,2308774475,Ayano Yamaguchi,193758575.0,19,207.pdf,1999-01-01,207.0,207.txt,Association of waist circumference with ApoB to ApoAI ratio in black and white Americans,10.1038/sj.ijo.0800849,10.1042/AN20110038
57,2318599166,Toros Dincman,142740786.0,3,208.pdf,1998-01-01,208.0,208.txt,"Hospitalizations associated with rotavirus diarrhea in the United States, 1993 through 1995: surveillance based on the new ICD-9-CM rotavirus-specific diagnostic code",10.1086/513808,10.1093/gerona/52A.1.M19
58,2425818012,Rui Zhang,139787848.0,1,209.pdf,1988-01-01,209.0,209.txt,Dramatic changes in the performance of endarterectomy for diseases of the extracranial arteries of the head,10.1161/01.STR.19.10.1289,10.1177/0300060514522204
59,2465717054,T.S.J. Elliott,1308923049.0,137,210.pdf,1996-01-01,210.0,210.txt,"The Role of Bridge Jobs in the Retirement Transition: Gender, Race and Ethnicity",10.1093/geront/36.3.363,10.1177/0300060516680441
60,2500460497,Tim Reitzel,,4,211.pdf,1998-01-01,211.0,211.txt,Impaired glucose tolerance and the likelihood of nonfatal stroke and myocardial infarction: the Third National Health and Nutrition Examination Survey,10.1161/01.STR.29.7.1329,10.1177/1470320315595572
61,2521262225,Zhang Yue,,1,212.pdf,1999-01-01,212.0,212.txt,Multiple Roles and Well-Being Among Midlife Women: Testing Role Strain and Role Enhancement Theories,10.1093/geronb/54B.6.S329,10.1177/1470594X18782086
62,2554999625,Chunhui Li,137506752.0,8,213.pdf,1998-01-01,213.0,213.txt,Cohort differences in disability and disease presence,10.1093/geront/38.5.578,10.1177/1742715016651711
63,2589601239,James Henrie,1320320070.0,10,214.pdf,2001-01-01,214.0,214.txt,Subclinical states of glucose intolerance and risk of death in the U.S.,10.2337/diacare.24.3.447,10.1177/2041669516662666
64,2638053667,Yan Zhang,,1,215.pdf,2001-01-01,215.0,215.txt,Betwixt and Between: Targeting Coverage Reforms to Those Approaching Medicare,10.1377/hlthaff.20.1.219,10.1177/2041669518792062
65,2645505250,Xi-Wei Lu,,1,216.pdf,2000-01-01,216.0,216.txt,The impact of influenza epidemics on hospitalizations,10.1086/315320,10.1177/2053168014565128
66,2657893865,Shuyong Liu,154099455.0,3,217.pdf,1998-01-01,217.0,217.txt,Combining activities of daily living with instrumental activities of daily living to measure functional disability,10.1093/geronb/53B.1.S46,10.1177/2158244013490705
67,2669484536,Jerome Deichert,122266389.0,8,218.pdf,2002-01-01,218.0,218.txt,"The effects of obesity, smoking, and drinking on medical problems and costs",10.1377/hlthaff.21.2.245,10.1177/2158244013502987
68,2672369484,Songqi Cai,24943067.0,1,219.pdf,1999-01-01,219.0,219.txt,Effects of surrogate parenting on grandparents' well-being,10.1093/geronb/54B.6.S376,10.1177/2158244013504935
69,2689435418,Elise Murowchick,,1,220.pdf,2001-01-01,220.0,220.txt,"Influences of family obligations and relationships on retirement: Variations by gender, race, and marital status",10.1093/geronb/56.1.S20,10.1177/2158244015572283
70,2690319349,Kate M. Shaw,1289490764.0,2,221.pdf,2003-01-01,221.0,221.txt,The Theory of Human Development: A Cross-Cultural Analysis,10.1111/1475-6765.00086,10.1177/2158244015585828
71,2703803641,S. I. Zaichkina,,1,222.pdf,1992-01-01,222.0,222.txt,Impact of unruptured intracranial aneurysms on public health in the United States,10.1161/01.STR.23.10.1416,10.1177/2158244015604189
72,2736536971,Laysa Hedjar,181401687.0,4,223.pdf,2000-01-01,223.0,223.txt,"The nonpoor uninsured in California, 1998",10.1377/hlthaff.19.4.171,10.1177/2158244015622539
73,2749324882,Jan-Egil Nordvik,,2,224.pdf,2003-01-01,224.0,224.txt,Direct-to-Consumer Advertising: Physicians' Views of Its Effects on Quality of Care and the Doctor-Patient Relationship,10.3122/jabfm.16.6.513,10.1377/hlthaff.18.4.105
74,2749324882,Jan-Egil Nordvik,,2,225.pdf,2004-01-01,225.0,225.txt,Trends in medical use and abuse of sustained-release opioid analgesics: A revisit,10.1111/j.1526-4637.2004.04001.x,10.1377/hlthaff.18.4.105
75,2749583530,Meingold H. M. Chan,241749.0,1,226.pdf,2001-01-01,226.0,226.txt,"Reevaluation of the common factor theory of shared variance among age, sensory function, and cognitive function in older adults",10.1093/geronb/56.1.P3,10.1542/peds.108.2.e30
76,2752471666,Qiang Jian,,1,227.pdf,1996-01-01,227.0,227.txt,Prevalence of blindness and visual impairment in an elderly urban population,10.1111/j.1442-9071.1996.tb01586.x,10.2337/dc09-0309
77,2790198729,Laurie C. Haws,87303767.0,32,228.pdf,1997-01-01,228.0,228.txt,"Medically recognized urinary incontinence and risks of hospitalization, nursing home admission and mortality",10.1093/ageing/26.5.367,
78,2791112618,Amanda Paz Aléncar,913958620.0,8,229.pdf,2003-01-01,229.0,229.txt,Neighborhood support and the birth weight of urban infants,10.1093/aje/kwf170,
79,2793417302,Mo Seyed Sadr,141945490.0,1,231.pdf,2004-01-01,231.0,231.txt,The Black/White Disability Gap: Persistent Inequality in Later Life?,10.1093/geronb/59.1.S34,
80,2902924800,Sonja Utz,865915315.0,58,232.pdf,2005-01-01,232.0,232.txt,Predicting adolescents' longitudinal risk for sexually transmitted infection: Results from the National Longitudinal Study of Adolescent Health,10.1001/archpedi.159.7.657,10.1002/cbm.1930
81,50295444,Robert W. Kentridge,190082696.0,104,233.pdf,2002-01-01,233.0,233.txt,"American Adolescents: Sexual Mixing Patterns, Bridge Partners, and Concurrency",10.1097/00007435-200201000-00003,10.1068/b150461
82,233405283,Silvio E. Inzucchi,32971472.0,388,234.pdf,2003-01-01,234.0,234.txt,"Demographic, Intrinsic, and Extrinsic Factors Associated with Weapon Carrying at School",10.1001/archpedi.157.1.96,10.1068/i0653
83,264982842,Dhanush Haspula,203088144.0,8,235.pdf,2005-01-01,235.0,235.txt,Are Adolescents Who Were Breast Fed Less Likely to be Overweight? Evaluation Using Traditional Cohort Analysis and Matched Sibling Controls,10.1097/01.ede.0000152900.81355.00,10.1080/19345747.2015.1078862
84,269629138,Korbonits M,166337079.0,754,236.pdf,2004-01-01,236.0,236.txt,The Nutrition Transition: Worldwide Obesity Dynamics and Their Determinants,10.1038/sj.ijo.0802804,10.1093/geronb/54B.5.S279
85,373515349,Narayanaswamy Venketasubramanian,2801047068.0,236,237.pdf,2004-01-01,237.0,237.txt,Is Condom Use Habit-Forming? Condom Use at Sexual Debut and Subsequent Condom Use,10.1097/00007435-200406000-00010,10.1093/geronb/58.6.P320
86,376303467,G. William Rebeck,184565670.0,159,239.pdf,2003-01-01,239.0,239.txt,Trends in Medication Use and Functioning Before Retirement Age: Are They Linked?,10.1377/hlthaff.22.4.154,10.1093/geront/36.3.363
87,1075926139,Edward Kielb,1297333082.0,3,240.pdf,2001-01-01,240.0,240.txt,Maternal energy stores and diet composition during pregnancy program adolescent blood pressure,10.1161/hc3401.095037,10.1093/geront/44.2.176
88,1916892598,Paul DiMaggio,20089843.0,152,241.pdf,2005-01-01,241.0,241.txt,Are child eating patterns being transformed globally?,10.1038/oby.2005.153,10.1093/her/16.1.21
89,1918693669,Seamus McGuinness,132389103.0,100,242.pdf,2003-01-01,242.0,242.txt,Estimating body fat from anthropometry and isotopic dilution: A four-country comparison,10.1038/oby.2003.207,10.1097/ALN.0b013e31819b5bdc
90,1981407907,Haruna Sanke,34077901.0,4,244.pdf,1998-01-01,244.0,244.txt,Measurement error in dietary data: Implications for the epidemiologic study of the diet-disease relationship,10.1038/sj.ejcn.1600633,10.1158/1055-9965.EPI-08-0915
91,1992078300,Jessica L. Waxler,136199984.0,24,245.pdf,2003-01-01,245.0,245.txt,"Why do some overweight children remain overweight, whereas others do not?",10.1079/PHN2003470,10.1161/01.CIR.0000137913.26087.F0
92,1996477438,John F. Beltrami,,5,246.pdf,2004-01-01,246.0,246.txt,Congruence of self-reported medications with pharmacy prescription records in low-income older adults,10.1093/geront/44.2.176,10.1177/1470320314530018
93,1996745047,Tara L. LaRowe,135310074.0,26,247.pdf,2001-01-01,247.0,247.txt,"Body mass index in mid-life women: Relative influence of menopause, hormone use, and ethnicity",10.1038/sj.ijo.0801618,10.1177/1470320314568520
94,2002004312,Rachna K. Rangan,33943759.0,3,248.pdf,2004-01-01,248.0,248.txt,Variations in health status within and between socioeconomic strata,10.1136/jech.2002.003251,10.1177/1470320315592565
95,2009337544,F. Thomas Juster,27837315.0,90,250.pdf,2004-01-01,250.0,250.txt,Is there equity in the home health care market? Understanding racial patterns in the use of formal home health care,10.1093/geronb/59.4.S220,10.1177/1470320317703451
96,2021763324,Helena Machado,99682543.0,126,251.pdf,2006-01-01,251.0,251.txt,Gender Differentials in Cognitive Impairment and Decline of the Oldest Old in China,10.1093/geronb/61.2.S107,10.1177/147470491000800208
97,2027573427,Sarat C Cheruvu,31746571.0,1,252.pdf,2006-01-01,252.0,252.txt,Exploring the stress-buffering effects of church-based social support and secular social support on self-rated health in late life,10.1093/geronb/61.1.S35,10.1177/1753465817710596
98,2063815702,David J. Sas,153297377.0,4,253.pdf,2005-01-01,253.0,253.txt,Widow(er) Poverty and Out-of-Pocket Medical Expenditures Near the End of Life,10.1093/geronb/60.3.S160,10.1177/2041669516661903
99,2065226721,Karestan C. Koenen,136199984.0,461,254.pdf,1999-01-01,254.0,254.txt,Dynamic paradigms for human mortality and aging,10.1093/gerona/54.6.B247,10.1177/2041669518759123
100,2065226721,Karestan C. Koenen,136199984.0,461,255.pdf,2004-01-01,255.0,255.txt,"Recreational injuries among older Americans, 2001",10.1136/ip.2004.005256,10.1177/2053951715621568
101,2078677620,Hulya Nilgun Gurses,67581229.0,19,257.pdf,2006-01-01,257.0,257.txt,Association between obesity and psychiatric disorders in the US adult population,10.1001/archpsyc.63.7.824,10.1177/2055102914564583
102,2086401675,Andrew C. Heath,204465549.0,526,258.pdf,2007-01-01,258.0,258.txt,Parental satisfaction with early pediatric care and immunization of young children,10.1001/archpedi.161.1.50,10.1177/2158244013511261
103,2100539866,Linxin Li,40120149.0,79,259.pdf,2006-01-01,259.0,259.txt,Healthy steps in an integrated delivery system: Child and parent outcomes at 30 months,10.1001/archpedi.160.8.793,10.1177/2158244016650241
104,2103756228,Katherine L. Tucker,133738476.0,713,260.pdf,2006-01-01,260.0,260.txt,A national 5-year follow-up of treatment outcomes for cocaine dependence,10.1001/archpsyc.59.6.538,10.1186/1471-2393-14-3
105,2106379940,Roberta B. Ness,86519309.0,472,261.pdf,2006-01-01,261.0,261.txt,Change in chronic disability from 1982 to 2004/2005 as measured by long-term changes in function and health in the U.S. elderly population,10.1073/pnas.0608483103,10.1371/journal.pmed.0020160
106,2106379940,Roberta B. Ness,86519309.0,472,262.pdf,2007-01-01,262.0,262.txt,"Patterns and perceptions of wildlife crop raiding in and around Kerinci Seblat National Park, Sumatra",10.1111/j.1469-1795.2006.00083.x,10.1377/hlthaff.8.3.91
107,2106788821,Luke Sloan,79510175.0,52,263.pdf,2007-01-01,263.0,263.txt,"Baseline health, socioeconomic status, and 10-year mortality among older middle-aged Americans: Findings from the Health and Retirement Study, 1992-2002",10.1093/geronb/62.4.S209,10.2147/COPD.S5237
108,2109611765,Daniel E. Singer,136199984.0,506,264.pdf,2006-01-01,264.0,264.txt,Latent class logistic regression: Application to marijuana use and attitudes among high school seniors,10.1111/j.1467-985X.2006.00419.x,
109,2111193571,Sheldon Howard Jacobson,157725225.0,224,266.pdf,2007-01-01,266.0,266.txt,"Obesity, albuminuria and urinalysis findings in US young adults from the Add Health Wave III study",10.2215/CJN.00540107,10.1001/jama.291.18.2229
110,2117539269,David P. Farrington,241749.0,769,267.pdf,2007-01-01,267.0,267.txt,"Body mass, DRD4, physical activity, sedentary behavior, and family socioeconomic status: The Add Health study",10.1038/oby.2007.640,10.1007/s10584-009-9637-8
111,2117539269,David P. Farrington,241749.0,769,268.pdf,2005-01-01,268.0,268.txt,The prevalence of trichomoniasis in young adults in the United States,10.1097/01.olq.0000179874.76360.ad,10.1038/oby.2008.35
112,2117539269,David P. Farrington,241749.0,769,269.pdf,2007-01-01,269.0,269.txt,Extending the bereavement exclusion for major depression to other losses: Evidence from the National Comorbidity Survey,10.1001/archpsyc.64.4.433,10.1038/sdata.2018.11
113,2117539269,David P. Farrington,241749.0,769,271.pdf,2003-01-01,271.0,271.txt,Estimation of AIDS adult mortality by verbal autopsy in rural Malawi,10.1097/00002030-200311210-00014,10.1038/sj.ijo.0800422
114,2123104978,Claude Bouchard,103990859.0,1291,272.pdf,2007-01-01,272.0,272.txt,Regional differences in mother-adult-child relations: A brief report,10.1093/geronb/62.6.S388,10.1038/sj.jea.7500278
115,2123104978,Claude Bouchard,103990859.0,1291,273.pdf,2005-01-01,273.0,273.txt,Moderating role of marital quality in older adults' depressed affect: beyond the main-effects model,10.1093/geronb/60.6.P338,10.1079/PHN2000114
116,2127893804,Heinz W. Wahner,1330342723.0,177,274.pdf,2008-01-01,274.0,274.txt,Substance abuse by youth and young adults in rural America,10.1111/j.1748-0361.2008.00162.x,10.1093/gerona/55.7.M400
117,2130098699,Khalid K. Alharbi,28022161.0,62,275.pdf,2007-01-01,275.0,275.txt,"Structural and functional aspects of social support for the elderly in the city of Sao Paulo, Brazil",10.1590/S0102-311X2007001200019,10.1093/geronb/52B.4.S212
118,2137594026,Margarita Alegría,136199984.0,312,276.pdf,2005-01-01,276.0,276.txt,Prevalence and motives for illicit use of prescription stimulants in an undergraduate student sample,10.3200/JACH.53.6.253-262,10.1093/geronb/53B.1.P4
119,2139663189,Melissa J. Herrmann,136199984.0,17,277.pdf,2004-01-01,277.0,277.txt,The schooling of children of immigrants: Contextual effects on the educational attainment of the second generation,10.1073/pnas.0403418101,10.1093/geronb/gbr152
120,2143922795,Tiago Fernandes,17974374.0,91,279.pdf,2006-01-01,279.0,279.txt,Boys with high body masses have an increased risk of developing asthma: Findings from the National Longitudinal Survey of Youth (NLSY),10.1038/sj.ijo.0803145,10.1093/infdis/jis106
121,2149788824,William J. Doyle,170201317.0,352,280.pdf,2007-01-01,280.0,280.txt,Genetic and environmental influences on the relationship between peer alcohol use and own alcohol use in adolescents,10.1111/j.1360-0443.2007.01824.x,10.1177/0300060517716343
122,2149788824,William J. Doyle,170201317.0,352,281.pdf,2003-01-01,281.0,281.txt,A history of induced abortion in relation to substance abuse during subsequent pregnancies carried to term,10.1186/1477-7517-1-5,10.1177/1178221816686060
123,2149788824,William J. Doyle,170201317.0,352,282.pdf,2008-01-01,282.0,282.txt,"Computational toxicology of chloroform: Reverse dosimetry using Bayesian inference, Markov chain Monte Carlo simulation, and human biomonitoring data",10.1289/ehp.11079,10.1177/1462474517701303
124,2149788824,William J. Doyle,170201317.0,352,283.pdf,2006-01-01,283.0,283.txt,Caregivers of frail elders: Updating a national profile,10.1093/geront/46.3.344,10.1177/1470320312466127
125,2166476590,Cleber R. Alves,17974374.0,25,284.pdf,2006-01-01,284.0,284.txt,The return on investment in health care: From 1980 to 2000,10.1111/j.1524-4733.2006.00095.x,10.1177/1470320317739987
126,2173096372,Cynthia M. Boyd,2799853436.0,207,285.pdf,2006-01-01,285.0,285.txt,Increasing rates of dementia at time of declining mortality from stroke,10.1161/01.STR.0000217971.88034.e9,10.1177/147470491000800205
127,2194713609,Christophe Cognard,17866349.0,294,286.pdf,2002-01-01,286.0,286.txt,Chronic disease mortality in a cohort of smokeless tobacco users,10.1093/aje/kwf106,10.1177/147470491201000318
128,2206980948,Veronika Sobotková,202391551.0,8,288.pdf,2009-01-01,288.0,288.txt,Periodontitis is associated with cognitive impairment among older adults: Analysis of NHANES-III,10.1136/jnnp.2009.174029,10.1177/147470491201000504
129,2212619912,M. M. Daphtary,145311948.0,4,289.pdf,2009-01-01,289.0,289.txt,Logistic regression with incomplete covariate data in complex survey sampling: Application of reweighted estimating equations,10.1097/EDE.0b013e318196cd65,10.1177/1534735415617022
130,2226466729,Lawrence M. Brass,32971472.0,170,290.pdf,2008-01-01,290.0,290.txt,Modest wine drinking and decreased prevalence of suspected nonalcoholic fatty liver disease,10.1002/hep.22292,10.1177/1556264616675202
131,2239560780,Robert M. Lindsay,125749732.0,197,291.pdf,2007-01-01,291.0,291.txt,Prospective study of serum vitamin D and cancer mortality in the United States,10.1093/jnci/djm204,10.1177/1750698018790120
